参数1_文本,参数2_文本,参数3_文本,参数4_文本,参数5_文本,参数6_文本,参数7_文本,参数8_文本,参数9_文本,参数10_文本,参数11_文本,参数12_文本,参数13_文本,参数14_文本
"吹到Muso係大soc,咁dansoc嗰d叫咩？",🐻,求下danso人搵番自己友做groupmates 唔好出黎害人🙏🏻,🐪,freerider一籮籮,🐪,真,2,7,,,,,
🐖,🐎,王良和,簫塞豐乳中,黎家倫,🍣,鄭麗詩,37,52,,,一人一個中文教育好挑打,,
有冇人join左hall c ocamp 但未有通知,🐏,之前又話太full要抽 之後又話仲有少量名額🥱🥱,🐏,見有人已經有通知,🐀,唔夠人參加？見到佢地仲r緊人,1,4,,,,,
男 求HallC二人房全年 可加錢,🐑,可加錢換🙏🏻🙏🏻二人房全年 男已有offer：HallC三人房 全年,,,,,,,,,,1,1
moodle仲未見有reg左既科,🐿,係,銘,你係講sem 1嘅科？,🐿,有科5月reg科reg左，另一科就前排add drop嗰時add既🤦🏻‍♀️,1,5,,,,,
Jc standard 轉hall c 2人,😘,男Jc standard 想要Hall c standard,,,,,,,,,,1,1
🎈,🐭,有啲major唔一定帶電腦上f2f例如PE,😇,oic🙈,🦁,電腦zoom ipad寫notes,2,9,,,想知道fm第一日翻學要帶咩🥲,,
🌞,😆,我俾我電話你 63351481,😆,好！,,,,,5,,Sem 2 Hall A 2人 換Hall B 2人🙏,,
入宿前邊到拎第1個免費檢測包？,🐯,睇過星期日都派，但9點最近嗰個站已冇哂，其他站又遠廢時博,🙁,而家好似點都要俾鐘,🐯,吓真係冇㗎？仲有社區中心轉咗普通市民要畀錢啦，哭咗,2,8,,,,,
GEH1035好唔好讀？,🌵,Thx,😾,好讀😁,,,,,1,2,,,
👩,2613,好,🍧,pm,2613,女 住宿時間 全年HallB3人房想轉HallB 2人房 可加錢換,1,9,,,Jc 轉 hall b standard,,
調hall問題,🙏,正常估計應該唔得,🐎,first round可唔可以同second round嘅人調hall,,,,,1,2,,,
求打救,🤑,打去學校保安室啦,😵,尋日跌咗個藍綠色嘅卡套 入面有學生證同八達通🙇🏻‍♀️,,,,,1,2,,,
Fm學好普通話未？,🐽,我哋依家本身係點樣㗎？係咪考唔到畢業要求都可以畢業？🙈🙈,🌴,遲下改到bu咁出唔到關就defer,🐄,year 5，但仲未考嗰個出關試,1,4,,,,,
招hall B budget roommates,👵,ok我send個msg request比你先,🐅,好啊,👵,pm?,1,7,,,,,
有無人想Hall c 2人轉3人🙏🏻,😞,男住宿時間：全年有宿舍：C有房間類型：3求宿舍：C求房間類型：2願意加錢換，Thanks聯絡方法:PM,🐐,會補差額！！,,,,,1,2,,,
🍆,🎍,Join?,🍺,Hiiiii,奶茶王子,Sigh,3,5,,,JC仔仔集合區,,
唔係讀music嘅話入唔入到choir❓,🎄,吾識唱吾緊要架，大家一齊學🤩,😺,我再join 諗下join咩先，吾系好識唱好舊d歌🤥,🍉,報咗啦 諗住體驗下先睇join唔join,5,27,,,,,
Hall B budget 男 招roommate,🍾,Pm,🍾,好,🦁,Pm？已有2個,1,4,,,,,
幼教hd繼續升學問題,🍦,想問下上特教/top up degree做義工同推薦人重唔重要？,🍷,Thanks~,🍯,唔難，睇科嘅，Full time ECE就可能難d，其他都ok架，你可以諗下你DSE有冇咩科有4或者5，報返果D科就會易好多。,38,187,,,,,
男hall b 全年二人換jc/ hall,🙎,可加錢Tg: kb234,,,,,,,,,,1,1
😭,lokyiu,ok啦 我dm左佢地,😞,換到嗎？我就黑色s反而想玩返卡其s,😯,收到 thanks！,1,6,,,有冇人join左muso？想換soc tee😭,,
🌰,🐕,我抽中過喎,🦄,聽講圍爐抽自己友,🍦,"個人鍾意film soc.雖然會費貴, 但有得抽免費飛爽。",4,89,,,Fm一問，有咩學會係伏？,,
有無reg左hall c budget room 嘅女仔啊？,👺,想搵roommate 如果有興趣就留ig,,,,,,,,,,1,1
求JC hall offer女 重酬！！！,👱,男hall b budget whole year想換jc whole year同樣重酬🙏🏻 有意pm,😣,有：Hall b budget whole year想換JC whole year 重酬！！！🥺🙏🏻,,,,,1,2,,,
Hall a standard 換hall c,🐥,男 whole year nhall standard 換hall c standard,,,,,,,,,,1,1
得sem 2 offer…,🙆,Year 5都冇得全年住,🙆,好慘😮‍💨,👸,📷,3,7,,,,,
JC 男 whole year 想轉hallc 2人,ansonchang,Ok?,ansonchang,我男，hall. A 3人想要jc9人,🍲,有意pm,1,3,,,,,
男 Hallc 3人 求hall A2/3人,👹,有意者pm❗️,,,,,,,,,,1,2
有無hall A想轉hall B？,🐶,男 whole yearHallB budget換 Jc standard /hall c budget,🍕,男住宿時間：全年有宿舍：hall B有房間類型：3人求宿舍：hall a求房間類型：無所謂聯絡方法：Whatsapp/signal 60994001,😿,2人房 女,3,,,,,,
有冇jc想轉hall b,🗿,女有: hall b budget room 全年想要 : jc,,,,,,,,,,1,1
fm 女仔 今年33分夠唔夠入hall c?,😳,想知round 2 幾點出結果？,🐪,Hall c easy la 快啲入嚟同我哋一齊玩,😊,hall c收分低到俾人叫hd hall 驚乜,1,6,,,,,
🙌,👮,想知,🗿,未,🍠,想問你地有time table 未,2,19,,,Psy Senior Entry,,
教大多唔多hehe,🍱,你本身係hehe就應該由佢cityu danso就知此人是個零仔,🌲,人地有樣有錢可以食女無數點解會簡做hehe 睇少D腦殘劇拉,😜,擺明係0啦,2,43,,,,,
9月回校上課是否一定要打針？😢,🍠,睇email,🦀,現在回校是否要打針？😢,,,,,1,2,,,
2021 ECE HD GPA幾多/入咩degree ?,🌿,想知道今年ECE HD畢業嘅同學GPA幾多同埋入左咩degree 🙌,,,,,,,,,,2,1
天文soc,🐺,頂多咪先報先得,🌳,聽講會有觀星營，但唔知會唔會揀人去,🐖,唔想交完年費冇得觀星,1,8,,,,,
Korean II,😄,"Korean II仲要有reading, listening and writing exam，有啲怯…",😄,我之前讀Korean I都有呢種感覺，Mid-term同平時差好遠,🕴,好似越級挑戰咁,1,8,,,,,
有冇各soc ig,🍺,Sao打手,🌽,垃圾共青團,🌼,仲有under sao嘅和富領袖網絡💁🏻‍♀️https://instagram.com/eduhksaowln?utm_medium=copy_linkfollow @eduhksaowln 以獲取最新資訊😚🌟,1,7,,,,,
Bafs 系莊咩事,🍂,人地點搞關你咩事😂大不了咪斷莊 係你呢啲上莊上到無理智先搞親活動都掛住招下莊,🤕,吓 師兄 你好似收錯風wor 有實體O day wor,Zrzr,師兄睇嚟你好憎BAFS 喎😂😂,3,11,,,,,
有無人打咗疫苗？,😔,佢遲啲都會逼7日一檢啦 飲食業已經實施咗,🐳,唔係讀bed 唔係要去學校實習的我表示未打。。。,👼,唔係14日一次咩,1,23,,,,,
急！想知SED Katherine/Jiang Da教成點,👦,阻住你返工咁你用手機上zoom出街囉,😟,會早落堂？,🐃,廢,3,23,,,,,
成日係度傾hall d野其實好L無謂,🤔,咁人哋新手要住hall嘛，算啦，你由人哋啦,😌,係度抱怨有咩L用？有咩唔妥你同學校講啦！同埋都唔係住好長時間姐，有呢d時間chur下GPA做下pt搵下工好過啦廢青,,,,,1,2,,,
天地堂 求學校可以攝時間hea下嘅地方,👲,師兄 少癲,🐋,圖書館四樓 同埋睇教材都幾開心,☠,住hall最唔尷尬 因為周圍都見到識嘅人,2,14,,,,,
🌬,💂,無留意喎 04C,🐈,Up,😈,Ching邊個professor,1,6,,,FEX1161 有幾多人申請online,,
想問有冇人跳街舞,😒,識少少breaking,🦀,Locking,😒,邊隻？,2,3,,,,,
今年教大大o係邊度報🙏🏻俾條link嚟吖😭🥺￼,👦,今日就係有組爸媽咁呀不過係oday 😦,👦,Oh 好啦😦～唉自己科細o入吾到,👴,大O組爸媽應該今日先收到新生名單可能呢兩日會wts,1,7,,,,,
有冇人知gym room有冇barbell,🐈,Gordon11799,😷,有Barbell同Trap bar,😷,我諗啲餅嘅直徑唔夠大利申主要玩Strength training同最近有接觸少少Weightlifting,1,14,,,,,
揀咗咩hall,🐍,其實同一口吻嘅句子係咪同一個發架😅😅,🐈,記得要定期做檢測，或者打針一了百了,,,,,1,2,,,
教大人準備打針啦！,🐘,住hall要打針啦，一係2星期檢測囉,🍂,打完死咗投胎做美國人嘅機率仲高過支針嘅有效率,Ccan比狗食,"假若佢係有晒成個package,幫你check 埋加埋支針冇死人嘅話，起碼觀感上有分別，不過呢個政府夠唔夠膽做又係另一件事。",5,50,,,,,
今年宿舍津貼仲未有？,🐮,我係FM請問點申請,,,,,,,,,,1,1
Fm想住hall 但未搵roommate 🥲,🍹,ocamp 之前 大家會有月老會💚,😬,去之前已經揀咗rm 應該8月底會有zoom meeting,🍌,係咪要去hall嘅ocamp??,1,4,,,,,
下年住hall係咪要打針￼,👹,遲下等人打曬針又會話 仲有風險 仲係要做test,🐲,9月尾唔打第1針先得返科興,,,,,2,16,,,
yr2又online 係咪會一路識唔到friend落去😂,😴,可能呢啲科要用到學校materials（藝術工具、樂器）所以要返掛。。。,😴,oic，原來咁🙈🙈,🐼,Online形式上,1,19,,,,,
ece hd聽講gpa難攞3？係米真？,TPL,但你dse幾分？英文幾分？,🍰,好簡單就可以過3，我第一個sem hea讀就啱啱好有3(有2科c)。跟住正常讀(唔係話博老命嗰種)sem234都過3.2。身邊有幾個fdcgpa係3.3左右，少聽過3.4以上(身邊得1個)，所以我覺得ece hd應該係易3難3.4以上，易合格難高分。只要唔hea做D assignment，跟住個rubric 做就會定過3。,🍍,係囉，讀hd ece，讀中中嘅同學實巧開心啦🤭🤭,2,10,,,,,
Senior entry 有冇得申請minor?,👸,No,,,,,,,,,,1,1
Freshman reg course (BEd sci),⛹,Email search,🤔,每科嘅reg科時間都唔同，冇ticket應該過咗reg科日子，不過開學之後仲有一段時間有得reg。你可以check下prof比你地嘅email,🍇,想問邊日reg科 上e-sis 佢話我冇ticket😵,1,3,,,,,
仲有冇人覺得打針冇問題,🌵,啲人出實習都可能會打😶,🍣,至於會死個問題 唔驚死咪打 😐  有問題嘅明明係逼人打針嗰個同跟機逼人打針嗰班,🍣,因為中武肺嘅機會率唔係50%一係中一係唔中 打疫苗同戴口罩勤洗手 一樣都有效減低中招機率 同中左都冇咁易死,1,11,,,,,
住hall比人瘋狂偷野食 點搞,🍧,有冇得check cctv㗎🥴,🍟,印象中都消耗咗兩排飲品，幾包湯圓，雞胸肉,🤔,想知最後有冇人拎咗😂😂,1,10,,,,,
一打開全部都係hall打手,🍏,我就冇諗住話針對邊個hall，我係話咁多個hall都係好唔成熟,🍏,講真嗰句 你hall咁勁嘅 就唔會比人屌得咁勁,🍏,成熟d啦 傻嘅都睇得岀係hallc 啲人搞9人哋先嘅。自己開post做9人哋先 之後唔夠人講 就再開post話人哋hall多打手,2,4,,,,,
有邊d科既professor係俾實習既同學上堂🙏🏻,🍇,counselling 早開學嘅科,🐽,如果reg佢都問聲 佢畀唔畀實習嘅人上因為上佢堂已經係好耐之前嘅事，唔知佢而家點,🐽,印象中dr leung cho nga好似比實習嘅同學仔揀佢嘅科不過佢啲科開咗sem未就唔知,1,4,,,,,
edu最柒名,😝,Louie,🌬,仁良,🎍,加力,1,9,,,,,
幼教hd 揀中文定英文好？,🌯,想問下你係讀緊？,🌯,收到！thankss,🐭,比d心機嘅話 中定英都係一種語言啫。,1,8,,,,,
究竟hallc打手係咪pro架 好明顯喎,😾,hall c仔搶人booth😢好衰冇腦係咁上下,🌚,Hallb 自己story share上年舊post仲想招fm😂del過重開都叫有啲誠意吖,🍳,難分真與假😂,8,20,,,,,
hall A定 jc好😩,🍥,又係hall c人 ，喺度扮自己係nh扮jc。好心哋 你哋hall 7其實就冇咩人唔知就算d fm入咗你哋hall都會後悔,☺️,起碼唔使10點瞓覺,🍙,唔比係hall b嘅😂利申 我係Jc人,1,23,,,,,
NH啲毒撚全部都係瘦撚🥱,🍟,無聊post，係有幾得閒,🍓,😂cls無啦啦攻擊人外形 就算做打手都專業啲啦,🍫,懷疑啲nhall人自己開po扮可憐😂成年人要做打手都唔會咁無腦 真假膠難分,1,11,,,,,
有冇Hall abc女二人房想轉jc女二人房,🍜,有冇2個未reg hall嘅fm夾房可以同jc嘅2個女調房🤣🤣🤣🤣🤣,,,,,,,,,,1,1
GH pantry偷野情況嚴重,👧,真 建議jc得十個人搵兇手都易啲,🍿,笑死 小圈子hall梗係唔敢有人投訴,🎂,間間hall都有人偷嘢㗎啦,2,7,,,,,
有邊科CSL只需要寫文就得?,👹,有邊科CSL只需要寫文就得?唔使 group project?,,,,,,,,,,1,1
柏立基堂 垃圾站旁￼￼,🐉,心虛啦？😂笑死 唔臭都唔會冇人住啦。不過又幾方便嘅 對面就垃圾房 。係小小味啫😂d mk住慣呢d地方 ，唔介意就ok,🕴,對到正一正都可以冇味嘅,🐉,Ching 搞唔掂喎 成間hall 對到正一正個垃圾房喎 一行岀露台 嘩 真係DNLM吖 臭撚到傻如果喺hallc個露台度掛衫 我真係祝你好運 ，同你岀街 身上浸味好似跌咗落屎坑咁,5,12,,,,,
FEX1161使唔使打針？,🙇,自行考量是否經常進出學校者,🙇,經常進出學校者需要按教局要求打針或自費檢測,⛄️,總知入得學校嘅，今年9月1開始一係打第一針，一係就自費驗，無辦法啦，人地要用盡方法谷針嘛，所以你可以衡量後自己決定點做😁,1,6,,,,,
邊間hall有hall 雞咪住邊間,🐎,jc先最多靚女 想食咪入jc,🍥,hall a,😺,Hall c,1,3,,,,,
🙁,🦄,偵探game,🍇,一生人一次,😨,酒game食女,8,10,,,集思廣益 O camp想玩咩game?,,
實習take elective,👱,1星期2堂或夜晚堂冇問題，11月日頭都有堂嗰啲問下好啲,😟,有 睇lecturer點比唔比,🌯,無知一問，有冇ching試過實習要讀minor？通常比唔比讀？,2,3,,,,,
😃,🎂,BA👍🏻,🐇,你求其搵個問都知邊個係,🌬,Who,2,8,,,BA(Lang studies) & BEd(EL) 點樣？,,
其實爭咩嗯 NDS最高分 一定佢哋揀先囉￼,🐮,😢😢😢,💃,真 啲 NDS揀哂先，之後先再random 派比香港人，所以你揀咩hall都係一樣😂。啲打手 哂心機,,,,,1,2,,,
點解每年呢d時間都突然有咁多羅富國堂嘅po出現,🍤,咁其實點解要踩其他hall 宣揚多啲自己hall咪仲好,🐚,冇計 Nhall年年都收最多人，d打手冇嘢揾嘢嚟講 淨係識攞d無謂野9up 以為咁就可以R人入自己hall,🍤,😂姐係點？其他hall幫hall A推post招人？,2,9,,,,,
🌯,🐕,打邊爐,🤑,多數都係叮意粉,😭,用蒸煮鍋可以煮埋飯,1,11,,,住Hall 會食乜？,,
有無人知點解5樓hall tutor俾人罷免😂,🐙,hall tutor犯宿規嘛,🍁,咁誇張？hall tutor都照踢？,🐙,可能因為係hall tutor ，所以咪嚴d 要踢走佢,14,19,,,,,
大家冷靜d d ，住hall啫 唔使鬧人哋hall嘅,🍘,啱呀 其實fm都識自己揀 有啲打手做到出晒面咁踩人真係好樣衰,,,,,,,,,,1,1
仲有冇人喺hall?,🌿,我永遠與你同在,🐨,b,,,,,3,5,,,
🍲,🌞,得M記😈😈😈,🍾,有元燒 好似60運費 3點收爐   啲串燒唔建議叫,🐤,大中苑記,2,6,,,搞唔掂 大埔12點之後有咩宵夜可以買？,,
急救證書係咩真有用,🤕,我都唔知有咩用 純粹無野做去學下同考下,hkkiuu,搵工多樣野煮,,,,,1,2,,,
BU ECE offer 同埋edu SE 應該點揀,🤑,EDU,🍪,Special needs for sure,🍇,The Special Education programme does not lead to qualified teacher status,1,5,,,,,
冇左教協 邊到揾幼稚園教席,🌿,EdUHK iwork個度有,🍋,國安公署,,,,,4,2,,,
住hallC對住對住￼垃圾房 真係搞唔掂😫￼,🌹,Wtf臭醒....咁我寧願摺library😂,👱,話說 住過Hallc ，真係搞唔掂 成日有老鼠出入 應該係對面垃圾房 走出嚟。又多昆蟲又污糟。有時煮煮下會聞到好臭嘅味。真係唔好話啲人玩唔玩得 淨係住喺度 d臭味已經搞唔掂。最離譜試過瞓瞓吓覺臭醒咗😢,,,,,3,2,,,
有冇BEd未揾到教席,😙,On居學生走仲多過老師走加上之前班超額都未消化曬,😙,唔覺易左,🌾,國安法走咁多人 點會搵唔到呀… 大把offer簡啦,2,6,,,,,
Aps Isabella系killer?,norf,嚟緊果個sem都冇得reg Isabella 既科,😀,上堂係好輕鬆 但真系killer,,,,,2,8,,,
教協解散應如何自處,😯,旺角同銅鑼灣嗰間超市仲有冇開？,🍸,UK Bno visa/Canada owp 開展新生活,,,,,2,2,,,
你地教書既原因係咩？,🐱,其實係㗎，而家生存係香港就係咁🤦🏻‍♀️…..都幾無奈，但係冇辦法，邊個都要搵食,😨,原文條友都on9! 如果係咁，做咩職業都係咁架啦！,🐱,又唔好一竹篙打一船人，就算係咪為錢，都會有一班真係有心，仲想撐落去嘅老師。如果連佢哋都冇埋，直接換國安處教師嚟接班，同直接放棄而家嘅學生有乜分別？,2,8,,,,,
PGDE小學組可唔可以reg 返同中學組同一個section,🎈,你試過？我見佢中小幼一開始就幫我哋分曬去唔同gp 雖然係同一科,🌭,可以啊,🎈,我見小學同中學啲core大部分都一樣（同名）不過section唔同，想同fd 一齊讀同一個section,1,3,,,,,
想問下ece hd幾時有時間表😞,TPL,hello 我都係ece hd同學仔，我上portal好似暫時都未有得睇時間表,ece,多謝你啊，好詳細，都明白嘅😊😊,😆,如果你想知個人嘅上課時間表，可以上portal 睇架，如果果到未有，就可能未出啦；而實習嘅話，year 1或者year 2都會有駐校體驗同教學實習兩種，year 1 sem 1應該只會有每星期一日嘅駐校體驗，去到12月先至有一星期嘅，去到sem 2先會有機會有一至五嘅教學實習，year 2都係類似嘅，駐校就每星期一日，教學實習先要返哂一至五。如果你陪家人覆診，要睇下果個係一次性定定期，如果一次性，可以只同你果日上堂嘅導師請假就可以，如果定期，可能你要同果個時段嘅導師傾傾。不過你可以問返你地今年嘅 programme coordinator會更加清楚，希望可以答到你啦😁,2,4,,,,,
仲住￼Hall A? 除非你好鍾意同埋認同國皇啦...￼,🤗,😂😂我覺得fm都係會睇環境揀hall多過理啲人 只少我當時係,🎉,因為其他Hall要爭fm囉😂,🤗,點解hall A咁多haters打手😂開po又唔講咩事,1,7,,,,,
有一科必讀撞咗另一科minor一個鐘，有冇得照讀,👩,唔會,🐋,撞咗兩堂，各一個鐘，final year，會唔會比照讀？🥲,,,,,1,2,,,
想問有無Psm人？,👮,重刷把啦,👷,有呀！,,,,,1,2,,,
Tap and go vs 八達通！大家會點簡拎$5000,🌼,自己傻系就怪人？,😸,有冇後悔揀錯咗？,Huno,除咗Tag and go就得支付寶好d,2,13,,,,,
返intern係咪難夾時間讀暑sem？,🍓,原來去到趕功課嗰個星期真係返唔到工，我要唔報更暫停份PT幾日先夠時間做功課,😂,"睇你year幾啦，始終返intern有得學野寫CV,仲有時間既咪下年再讀，或者Sem 1 or 2 讀左佢",🐤,我drop 左吾讀,1,6,,,,,
☺️,🍤,Hallc 想換Hall A🙏🙏🙏年年都唔夠人高分🥲🥲🥲,ltkyy,Pm!,🐯,pm,1,7,,,我有n hall budget room，有冇人換,,
羅富國王本人你問我答,🐟,睇嚟呢條友應該都係近排俾國王撚完嚟既fm. 咩都唔知又想問人爆料,🐟,你俾佢撚完嚟咩？連續推幾個考古po上嚟,🐙,想知更多！,14,31,,,,,
Eduhk 住邊間hall好？,🍯,Hall A就近校巴站 方便追車Hall C就近canteen🤔聽講Hall C比較爆同yo比較多PE人而Hall B就摺啲?(冇住過HallA就可摺可yo,💂,上年online冇咩fm reg hall，所以3間hall都冇人接下莊得返臨政,,,,,1,17,,,
私補尋接手,aifml,唔使 有exercise,🕴,係要自己準備notes定點,aifml,補英文,1,4,,,,,
有冇人已經收到第二期學資宿費津貼?,🐅,唔會呀,👶,拍卡紀錄嗰啲唔會計算？,🐅,75％時間係宿生，其實只要唔quit hall、有個宿位就可以，至於有冇真係住都唔重要,2,9,,,,,
🍀,💁,distinction有時候睇啱唔啱supervisor口味，可以多啲問佢嘢，睇下佢有咩要求,🙊,其實pass就已經ok 出去見工無人理你實習分😂😂,🌿,100% attendance,5,41,,,下年實習，請問各位distinction 係咪好難攞?,,
想問下19分有冇可能入到小常,🐡,唔明點解仲有咁多人想入⋯,🐡,眼見有人做到要睇醫生,🐡,加上教育真係一份辛苦工,2,24,,,,,
有冇試過miss ELPA？點算？,🍤,我特登報名考ELPA Pilot 賺iwork,🙆,Make up,😏,Send email 去問啦,1,3,,,,,
Edu science 好唔好,🌴,有本事就叫edb 限制學校只可請BEd /Pgde holders入課室教書Sad but true…..唔係有BEd 就衝去讀,🌴,好似BEd bafs 咁人地BBA 讀你咁多business core courses 請都請三大BBA 先啦,,,,,2,15,,,
唔住hall既話 學校仲有邊度可以book琴房？,👶,LP課室點book,😔,但有琴鍵凹咗落去,😔,Yes,1,7,,,,,
有冇同學做緊出版社煙腸,🌵,癲,🐒,pearson,,,,,6,8,,,
🌯,🎄,想問平時上tutorial果啲Lp房係米唔book得？（非玻璃房）見唔倒where可以book,,,,,,,,,ibooking LP房係米book唔倒？,1,1
暑sem幾時出grade,👳,下年sem 1既grade release date,😲,sep,👳,我都想知,1,3,,,,,
幼教part time degree,👨,明白，thank you !,🐖,唔可以，只可以做返幼稚園嘅特殊學校，即係特殊幼兒中心，如果想做特殊學校（中小學年紀嘅學生），就要再讀相關嘅PGDE，應該報嘅話中小學嘅PGDE都得，又或者報專D嘅特殊教育嘅PGDE，不過暫時嚟講教特殊學校有普通嘅中小學教育文憑就得。,👨,如果係4年領導與特殊教育，將來可唔可以做特殊學校？ thank you 🙏,2,13,,,,,
請問ece bed實習係廣東話？,👱,普通話,👺,还是English,,,,,2,2,,,
Social sciences grad既你搵到工未？,愛比暴力強,報左GA 返住先,🍟,努力乞食中…可能報edu graduate assistant 騎牛搵馬,,,,,1,2,,,
今年各位小學bed 搵工搵成點￼￼,愛比暴力強,有個中文BEd考左紀律部隊主任,😳,聽講上年有數莊老鬼搵唔到教席,🌞,大把offer 國安法走咁多人 做老師真係最大贏家,3,3,,,,,
唉 上年社科畢業仲未搵到工呀,🐞,想搵咩工？,😇,Pt請唔請人？,🐈,讀完4年都出黎都係一樣😵‍💫,1,6,,,,,
教大學生會咁乖  點會被清算呢,🐚,真 學生會最支持國安法添,,,,,,,,,,2,1
ELAT對BEd搵工有咩幫助？,smilesmile,得張證書….列過去參加咩活動,👸,咁ELAT有咩用？😣,🍀,No,2,4,,,,,
性別與社會大家拎到咩Grade？,🍹,B,🌳,A+,🐌,A,1,8,,,,,
你地如果移民會去邊？投下票,🐼,urban planning,🐊,讀邊科？,🎉,英國工種較多，尤其金融教育學科都一樣尤其佢地都有PGCE，姐係我地既PGDE,2,70,,,,,
🐹,🎄,汪,💩,📷,😣,本人類黎統治世界了,13,48,,,動物共和國 正式成立‼‼,,
🐯,🙁,btw睇返個post回覆時間先,🙁,SAO呢年都只得第1 round offer，唔會開放第2次offer，將冇accept嘅offer派俾第1 round 冇shortlist到嘅人啦,,,,,9,19,大o student helper搵學生笨,,
有冇人仲未拎training tee？,🍐,📷,Huno,離曬普,😿,因為佢18號先返工無得攞嘅日子就係佢放sick leave嘅日子,2,6,,,,,
請問Dean list幾時會變到通知,Kawing11,Summer 當下年sem1,😤,or （sem1 gpa+sem2+sum）/3 ？,😤,all （credit*grade）/ total credit ？,2,30,,,,,
急 中文暑期教班,😥,pm,🐱,Pm,🐚,有興趣 想知detail🙏🏻,1,10,,,,,
Fm一問 iWork咩嚟 有冇師兄姐做過可以分享下,🐸,There are some summer internship in portal can apply. Check email! Have pay!!!,🐤,Intern? If that is Non pay intern😹,🐸,得個$67 返intern啦,8,30,,,,,
Social sciences 真係神科,😢,加油呀！,Huno,大佬，恭喜啫，冇惡意....我來緊都會考紀律部隊,😌,︰二級衞生督察主要負責：(a)巡查食物業∕非食物業處所，牌照事務，檢控，肉類檢驗，公眾潔淨，防治蟲鼠，合約管理，外判服務，管理小販及街市，墳場和火葬場，規管食物及食物安全，衞生教育，其他環境衞生和食物相關的職務，以及處理由上述職務產生的投訴；以及(b)執行與公眾衞生、環境衞生、規管食物安全和公眾潔淨事宜有關的條例及附屬法例所載的法例規定。,1,8,,,,,
🍾,🤓,BASE Gloria year2,🌴,_ball_ktk,,,,,40,66,入黎擺低一個靚女名,,
有冇人知點整edu gym room證,😔,Fitness Introductory Course (FIC),🌰,咩course 驚遲下f2f冇得成日去247,😔,上一個course就得 但好多人搶,1,10,,,,,
Taste of life大家有咩grade？,👱,其他人有心聽嘅話都學到野嘅,👱,冇乜點聽啲內容，因為我都係掛機就算,😜,"呢科正正常常嘅都有B+, 靚Grade而且啲內容又Fun",3,9,,,,,
Bed係咪無senior entry🤔？,😠,笑死，原來佢以為嗰科係Bed,😦,Edu好似得BA先有senior entry,🎍,邊個咁勁😂,2,11,,,,,
☠,🐄,可以等住返大陸掛職啦,愛比暴力強,教大BEd畢業生變埋國安法贏家,愛比暴力強,BEd點會搵唔到工呀 大把資深老師移民 大把offer比你簡添啦,2,18,,,有無人仲未搵到工？,,
非music學生可唔可以租琴房練琴？,🍤,近排都鎖左,💁,Hall 有琴房 自己落去問啦,🍠,平時冇鎖門成日入去都冇人捉,2,7,,,,,
教大RA幾錢人工？有冇得升？,🍪,thanks,🍪,thanks,🙁,明了🙈,2,30,,,,,
Second low or up,🐳,Overall,🎈,Cumulative GPA,🍐,係睇major gpa定overall？,1,3,,,,,
一定要Major過3先take到Second major？,😊,Hu,🍆,overall過3就可以,🐉,想問係咪一定要Major過3先take到second major?定係overall GPA過3都可以？,1,3,,,,,
Non-law DoJ 有冇人收到offer?,👮,有冇ching知係要做啲咩？,,,,,,,,,,1,1
而家入學校洗吾洗check學生證？￼,🙏,咁同行嘅朋友屋企人入得嗎？,😳,要拍卡,😳,要,3,8,,,,,
幾時放GPA￼,🙀,睇學生手冊咪知,👦,Credit,😼,CR姐係點解？,1,20,,,,,
elpa唔考得唔得,😜,無影響,😄,elpa係咪考得差都無影響嘅？,,,,,2,34,,,
🗿,🐿,之前聽佢係killer 所以reg 走左,🍰,我D左,,,,,3,7,想知Liz Jackson係咪killer,,
Honour Project係咪唔會派grade,🍳,HP I 都有分grade,😄,派咗,😠,點解我個grade仲係pending緊🥲,1,3,,,,,
有冇人intro to econ拎a range,🐚,Same 🙄,🗿,咁佢教acct 都係咁？,🗿,Ohhh😮,1,7,,,,,
想問暑sem要點drop科🥲,🐵,我搵到啦！！多謝哂🙇🏻‍♀️🙇🏻‍♀️🙏🏼🙏🏼,🐵,想問係邊到搵😭🙏🏼岩岩入去搵咗幾圈都唔係好見到🙇🏻‍♀️🙇🏻‍♀️,🍼,application form portal可以搵到，不過要click幾樣嘢,1,15,,,,,
gpa,🍭,不過睇科既，教大啲科我唔知啦,🍭,有吖，不過唔係教大，係港大,🍭,📷,1,14,,,,,
出術都係得b+ cls,🍂,你確定你 出嘅術 一定係正確？😹,,,,,,,,,,2,1
🌹,🍉,ICT?,🍦,Billy,🐷,艾豬冇曬相啦喎,5,15,,,EdU有冇d好閃嘅情侶？,,
想知Elke Maria F係咪killer？,🐚,我有一次攞A- 然後唔信邪諗住自己唔會比佢爛 再reg佢另外一科B-咗......雖然已經好過其他人好多🤦‍♀️,🍤,施主讀書係咪好叻。。,🌛,C🥲,13,22,,,,,
一人一科教大神科,🍢,學生水平低咗，但師資開始好咗,🐑,History呢,🍚,Music不嬲都公廁…,2,24,,,,,
gpa入面顯示YC同埋PS係咩意思😢,🌚,📷,🍮,YC=Successful completion of a designated course,🍮,PS=Pass,1,3,,,,,
大家覺得兩點前睇5睇到gpa,🍏,你條丁安全了，恭喜,🐣,請班撚樣返黎托架？,🐣,平時Block A班垃圾officers 唔係好撚串架咩 依家email又冇 開又開唔撚到,2,7,,,,,
