参数1_文本,参数3_文本
"量子世界的現象其實與宏觀世界是一致的，只不過人對宏觀世界有強烈固有的信執

量子現象揭露出我們平常生活的隱蔽正理，只要放下信執，這隱蔽的正理就不一定很玄秘，反而可以很平常和簡單",正覺要義（Version 1.0.2）
"佛教和哲學可以接通基督教和數理科學，可以一目了然

這種approach 接近new age",正覺要義（Version 1.0.2）
"阿賴耶識是所有意識的統合歸一

從阿賴耶識的角度，時間的過去未來、空間的上下左右前從，生靈的我他之分等等的二元是虛妄的，個體生靈的所有行為都即時施加給自己",正覺要義（Version 1.0.2）
小心唯物論陷阱，一旦踩入可能持續打圈打轉逃脫不出，是非常長久的折磨,正覺要義（Version 1.0.2）
"若不接受量子現象與平常宏觀現象的一致，只會一直打圈圈，問題接踵而來



正如我們所處的時代，知識、財物、科術、壽命、速度、醫藥........等等都達至古人望塵莫及的高度、前所未有的豐富，還是感到一切的缺乏，就算去到更高更豐盛的未來，這種虛空的缺乏感還會讓人周而復始永無止境地爭扎下去，再高再豐富也好都不會超過任何原始的過去",正覺要義（Version 1.0.2）
有冇練習冥想？,正覺要義（Version 1.0.2）
你已經諗通好多嘢,正覺要義（Version 1.0.2）
"或者可能諗到某個階段已經無需要再諗通
無所謂雜亂
無所謂整齊
本來如是
當下安心",正覺要義（Version 1.0.2）
似倉鼠跑滾輪，停唔到,正覺要義（Version 1.0.2）
"呢個版區嘅人比較後生，思想比較靈活，寫喺度先


苦海無邊，回頭是岸
年紀愈大，學識愈多，擁有愈多就愈難返轉頭

科學同理性十分偉大，但一不小心落入執實邏輯數學實有論、唯物論同唯心論的陷阱就好易打圈打轉到永無寧日，應該都要轉好耐，可能幾個世紀",正覺要義（Version 1.0.2）
"yes
stop struggling in duality",正覺要義（Version 1.0.2）
"樓主講啲嘢幾好
但講咗好耐都冇講要點做",正覺要義（Version 1.0.2）
"數學和邏輯如何歸納出來
- 分享自 LIHKG 討論區
https://lih.kg/brHMCxV

#67

""可能要自己一個建構返一個比較圓通嘅認知""",正覺要義（Version 1.0.2）
"數學和邏輯如何歸納出來
- 分享自 LIHKG 討論區
https://lih.kg/brHMCxV

#67

""可能要自己一個建構返一個比較圓通嘅認知""",學術討論）點解星期五番工特別長
有無人都覺得時間係長過星期一至四,學術討論）點解星期五番工特別長
"因為星期五係Friday

明明係五但係有6個英文字母

所以會長啲",學術討論）點解星期五番工特別長
星期6仲長啦dllm,學術討論）點解星期五番工特別長
"saturday
haha",學術討論）點解星期五番工特別長
Wednesday呢咁,學術討論）點解星期五番工特別長
因為你星期五準時返工?,學術討論）點解星期五番工特別長
Monday:,學術討論）點解星期五番工特別長
Monday:,常見佛教修行 Q&A － 本質是為了去除情緒和慾望等等潛意識的影響
"1：佛陀所指的開悟究竟是什麼？ What exactly did the Buddha mean by enlightenment?

答：開悟是指透過冥想來解脫一切潛意識對顯意識的束縛，包括本能、情緒和慾望等等後， 最後達到對自己意識有極致的覺知和平等的境界。因腦中分泌大量DMT後進入一種特殊意識狀態， 當中包括「瀕死」、「極度清靜」和潛意識影響逐漸消失等等的意識行為特徵，名為「涅槃」。超越涅槃後可證名為「阿羅漢果」的境界，而佛陀也是這個境界。

2：禪修冥想是思想或邏輯上的活動，還是身體或意識層面的活動？

答：主要是意識層面的活動。

3：比如我邏輯上可以接受或相信，我們所看到的世界都是幻想，世界的真相也許就是類似《Matrix》的世界。但我沒有身體上的感受，也沒有看到或感受到那個我認為的真實世界，這樣算不算開悟？

答：不算，不僅是邏輯上的理解，還要有感性的體會。對世界一切事物是虛幻的理解和體會是為了幫助解決一些在冥想禪修當中遇到的問題，例如以對世界事物空性的思考和體會來放下對物質和人際關係的執著等等。一切的道理和思想工具都只是單純地為了幫助冥想禪修。而開悟只能透過禪修冥想來實現。


4：冥想（打坐）是否能開悟？

答：可以。《道德經》和《太平經》所指的守一、莊子的坐忘、佛教的「觀自在」、「止觀」與「定慧」等等都是「冥想」，並提出透過冥想來解脫潛意識對顯意識的依附和影響。


5：冥想（打坐）的目的是什麼？

答：讓顯意識獲得所有控制權，讓潛意識裡的「垃圾（情緒、慾望、過去的陰影和本能）」因被顯意識的「覺照和平等對待」而被清空的狀態。最後超越潛意識的最後抵抗造成的瀕死（被稱為「涅槃」，在古吠陀修行文化被認為是一種死亡的考驗）後成為覺悟者（阿羅漢 ）。狀態類似《清靜經》中所指的「極致的靜」

6：神通更類似於禪定中的幻覺？

答：是副作用。在禪修當中出現的種種異像只是一些多餘的大腦訊息，更甚會令人因為異像而自我滿足後造成境界停滯。

7：神通是自己大腦偽造出來的嗎？

答：視乎當時人的情況。有可能是幻覺，但你無從分辨，既然無法分辨就捨棄這些似幻似真的感覺。


8：如何能看到或感受到佛教所指的「真實」？

答：不被潛意識影響， 讓顯意識完全顯露。超越本能和潛意識對顯意識的限制 （情緒、慾望甚至對死亡的恐懼）。

9：透過冥想（打坐）實現開悟的唯一條件是「抛棄掉所有感官與思維的干擾」？

答：沒錯，在純意識層面抛棄掉所有感官與思維的干擾。

10：冥想（打坐）初學者常常感受到自己被自己的思維束縛，並未進入潛意識世界，甚至感受不到潛意識的存在，該如何理解潛意識對顯意識的束縛？

答：其實這是典型對自己意識運作缺乏深刻認識而形成的誤解和錯誤判斷。被思維「束縛」其實和顯意識（理性）無關，「束縛」其實是一種「力」去驅動和影響顯意識去思考。例如你的潛意識不斷給你念頭，你又不斷投入念想去思考，然後又排洩出一些情緒和慾望（自我感覺良好，好奇慾，對未知的執著等等）。這些情緒和慾望又反過來鼓勵你不斷投入思考，這種情況就等於你的顯意識被潛意識在背後驅動和控制，潛意識在背後偽裝成顯意識的行為，讓人感覺不到潛意識的存在，因為潛意識最怕是被「覺知」。要理解潛意識和顯意識之間的關係和運作，必須要先抽離後以第三身角度觀察內在意識運作，盡可能先分離潛意識對顯意識依附，再分別進行觀察和體會。",常見佛教修行 Q&A － 本質是為了去除情緒和慾望等等潛意識的影響
"11：冥想打座會否「走火入魔」？

坊間流傳有很多種冥想方法， 不論古時流傳在各種宗教經典當中的方法， 例如原始道教中的「守一」、莊子的「坐忘」、佛教的「定慧」（或稱「止觀」）、《清靜經》的內觀方法和《太乙金華宗旨》提及的「回光之法」等等，現代在互聯網上也有很多各式各樣的自我催眠或者冥想方法，例如「阿卡西紀錄」冥想法、薩滿心靈動物冥想法、氣功觀身冥想法、神像觀修法、「地獄旅遊」等等新興的冥想甚至「通靈」方法，例如基督靈恩教派的「聖靈擊倒與方言」、巫術宗教文化的「僮身法」等等。 的確， 有部份人沒有了解過自己的意識運作之前就嘗試各式各樣的冥想方法最後導致出現一些嚴重的精神問題，甚至出現被認為是「鬼附」的現象求助各類型宗教的法師為其作出驅鬼行為， 甚至因此流傳冥想打座前需要設定「結界」或進行一些宗教儀式如曬聖水、在一個受神保護的地方進行冥想等等，不然就如打開身體的「門」後被鬼所附體。導致這些意識上的問題其根本原因是「錯誤的冥想方法和動機」。

根據本人了解，很多所謂「錯誤的冥想」行為導致精神失常的情況大概有以下幾點：

1 帶著過度的情緒慾望和一些不切實際的期待和執著進行冥想行為。例如為了看見死去的親人、為了到地獄旅行、為了開自己的「第三眼」、為了知道自己的所謂「心靈動物」等等奇怪的目的進行冥想打座行為。帶著大量的情緒慾望和執著去冥想打座是非常危險的行為。

2 過度投入到自己潛意識的幻象。即使身體出現一點點「異常（副作用）」也會對其異常執著；也會有人看到很多潛意識所提供的「畫面」， 並主動地投入和窮追一些在冥想期間潛意識製造的虛幻的處境當中， 不能自拔。

3 在冥想打座期間一遇到任何問題馬上主動放棄顯意識的控制，完全交出自己意識的所有控制權給潛意識，導致潛意識當中儲存的「垃圾」大量湧現，例如童年陰影、情緒慾望等等。在冥想期間完全放棄顯意識對潛意識的覺知和平等心，甘願被潛意識吞噬是對自己非常不負責任和消極的行為，這也是大多數人冥想後出現精神異常的主要原因。

冥想打座是「禪修」的其中一種方法，「禪修」的本質是平等心與覺知力的顯意識訓練，擺脫潛意識對顯意識的依附。禪修就像在大海行駛上的船一樣，思緒、情緒和慾望等等就像海上的各種情況，有風平浪靜的時候，也有狂風暴雨的時候。訓練自己面對狂風暴雨的平等心和覺知在大海航行每一刻的變化，不要翻船沉入大海，這就是禪修。

正確的禪修狀態必然是顯意識活躍，人會進入異常清醒明朗和極度專注的狀態，潛意識在這期間的控制權會被大大削弱，所以是完全沒有理由需要擔心任何外來或內在的原因導致因冥想而突然精神失常 。 開始冥想之前不要對冥想有太大期望，想從冥想得到某種神通和智慧，或者期望冥想一定能帶給你平靜喜悅，這會對冥想產生執著。冥想也是有無常起伏，可能進行冥想幾個月也體會不到明顯個人變化，但不要太執著階段性的結果及過去的冥想經驗，每日堅持一步步來，靜看花開，在冥想當中體驗當下每一刻。",常見佛教修行 Q&A － 本質是為了去除情緒和慾望等等潛意識的影響
"DC group https://discord.gg/nEuyjgnMAt
TG group https://t.me/+rFjkIO6exuk1MmU1",常見佛教修行 Q&A － 本質是為了去除情緒和慾望等等潛意識的影響
"近代好多以心理學或神經科學解釋佛教

問題來：你一方面話世界虛幻，一方面又用物理現象解釋「涅槃」
你係用緊「虛假現象」來支持涅槃的實在？
另外，
如果「涅槃」只係腦中分泌大量DMT既結果
究竟有咩咁值得追求？",常見佛教修行 Q&A － 本質是為了去除情緒和慾望等等潛意識的影響
留意番，我無去判斷世界既事物係咪虛幻。呢種「認知」係用來冥想期間放低執著。,常見佛教修行 Q&A － 本質是為了去除情緒和慾望等等潛意識的影響
同埋，所謂「願」同「求」係唔同，求係有執著。成件事係「願」自己可以解脫於一切潛意識既影響。,常見佛教修行 Q&A － 本質是為了去除情緒和慾望等等潛意識的影響
係一種思想工具來,常見佛教修行 Q&A － 本質是為了去除情緒和慾望等等潛意識的影響
樓主喺有限嘅人生花費咁多時間去研究呢啲無聊嘢,常見佛教修行 Q&A － 本質是為了去除情緒和慾望等等潛意識的影響
"香港人儲首期
然之後買樓供樓
其實喺某啲人眼中都係浪費時間",常見佛教修行 Q&A － 本質是為了去除情緒和慾望等等潛意識的影響
"買地方住點會浪費時間, 研究埋啲虛無縹緲嘅嘢, 又唔知有乜實際作用先會浪費時間",常見佛教修行 Q&A － 本質是為了去除情緒和慾望等等潛意識的影響
"因腦中分泌大量DMT後進入一種特殊意識狀態， 當中包括「瀕死」、「極度清靜」和潛意識影響逐漸消失等等的意識行為特徵，名為「涅槃」

你憑咩講 腦中分泌大量DMT..etc ＝ 涅槃

以前佛陀又唔識DMT

點解科學發現 DMT 後
你就咁肯定 腦分泌DMT ＝ 前人所講/經歷過既涅槃",常見佛教修行 Q&A － 本質是為了去除情緒和慾望等等潛意識的影響
"我諗個問題唔係在於有冇實際作用
即係好似健身咁
實際嘅作用可能係提升自信心
咁但係你一樣可以話
嘥咁多力氣金錢時間去提升自信心
其實都係冇必要
所以單純你覺得冇必要
其實唔代表其他人覺得冇必要
詳情可以睇Netflix 有一套講邪教嘅紀錄片",常見佛教修行 Q&A － 本質是為了去除情緒和慾望等等潛意識的影響
"咁執着開悟同涅槃! 做乜呢 ?
越行越遠!",常見佛教修行 Q&A － 本質是為了去除情緒和慾望等等潛意識的影響
而且咁解釋既問題係，如果DMT可以合成，係咪個個人都可涅槃?,常見佛教修行 Q&A － 本質是為了去除情緒和慾望等等潛意識的影響
"各人有追求既野，又唔洗過度偏激咁討論
樓主可以已經財自左 十幾層樓收租呢，你又知咩

可以先了解下人地點解咁諗既
如果堅持自己絕對無錯既，咁你入黎真係浪費時間，不如用打呢幾隻字既時間搵錢睇多幾個樓盤，炒下股好過啦",常見佛教修行 Q&A － 本質是為了去除情緒和慾望等等潛意識的影響
"樓主財自咗, 唔代表呢樣嘢唔虛無縹緲. 我嚟勸大家珍惜時間.",常見佛教修行 Q&A － 本質是為了去除情緒和慾望等等潛意識的影響
阿羅漢 同 佛 係兩樣野黎架喎,常見佛教修行 Q&A － 本質是為了去除情緒和慾望等等潛意識的影響
阿羅漢 同 佛 係兩樣野黎架喎,唔睇書其實有咩問題
"之前係連登見到個post
話現代人唔睇書
其實有咩問題

雞湯書/教人成功個d書就最垃圾,
成本書都係作者個理念, 冇alternative view, 你上網睇人嘈交仲實際

而science嘅知識
表達上一定用圖/動畫黎演繹吸收得快d

咁你可能會話science野都有書, 但咪又係抄好多literature寫出黎, 集各家之大成, 岩咪睇囉, 我諗個個都淨係睇自己用到個part架啦

講到尾都係個人吸收資訊嘅態度係點
播片教書一樣有人認真睇或者唔明睇多幾次",唔睇書其實有咩問題
唔聽MIRROR至有問題,唔睇書其實有咩問題
真der,唔睇書其實有咩問題
嗯 你說得對,唔睇書其實有咩問題
學術想讀得深入啲咪睇書,唔睇書其實有咩問題
"睇下你睇書係為左咩
如果係想學野嘅話 我覺得睇片係容易吸收過睇書
但如果係寬闊思維上嘅層面 例如睇啲哲學書 自己感受理解下文字 係正過睇片聽人講",唔睇書其實有咩問題
"睇下你睇書係為左咩
如果係想學野嘅話 我覺得睇片係容易吸收過睇書
但如果係寬闊思維上嘅層面 例如睇啲哲學書 自己感受理解下文字 係正過睇片聽人講","等我呢個band1仔教大家點讀 ""Threads"""
"threads

th呢，就咬住條脷先，再縮脷入去發音

即咬脷，縮果下 再讀個re ads

完美","等我呢個band1仔教大家點讀 ""Threads"""
"連個""符""音都教錯，食屎啦","等我呢個band1仔教大家點讀 ""Threads"""
"連個""符""音都教錯，食屎啦",到底乜野叫高高？
係咪潮語黎？,到底乜野叫高高？
冬冬d fd,到底乜野叫高高？
dodo,到底乜野叫高高？
大陸用語,到底乜野叫高高？
女人形容詞？,到底乜野叫高高？
"高級高質，通常用於應用事物。

例子：今天我們學校的A餐真的很高高。",到底乜野叫高高？
成日聽 小麻煎友蛋 講,到底乜野叫高高？
寶寶安全套都大陸？,到底乜野叫高高？
高大上啲friend?,到底乜野叫高高？
手撕雞的顏值真的很高高,到底乜野叫高高？
范可欣都大陸人？,到底乜野叫高高？
老鉄兒賊聪明,到底乜野叫高高？
越南,到底乜野叫高高？
大你老母咩大陸仔,到底乜野叫高高？
兄們你沒毛病嗎,到底乜野叫高高？
咪即係中國,到底乜野叫高高？
@水_母,到底乜野叫高高？
五毛嚟,到底乜野叫高高？
,到底乜野叫高高？
？？,到底乜野叫高高？
又捉一隻,到底乜野叫高高？
8場12號咪高高,到底乜野叫高高？
跑完喇喎,到底乜野叫高高？
跑完喇喎,到底外國人識唔識分香港人同中國人？
"如題，外國人一律指中國版圖以外，即亞洲地區包括在內

識條撚，都係當你Ching Chong
點會唔識，一望就知啦，連台灣人都分到啦",到底外國人識唔識分香港人同中國人？
"唔會, 佢地甚至連香港係乜都唔會知",到底外國人識唔識分香港人同中國人？
唔識既話，假設係未開口交流既情況下，點先可以令你望落唔同？at least 當左你係日本或者韓國人先,到底外國人識唔識分香港人同中國人？
同意,到底外國人識唔識分香港人同中國人？
"中國人講野喜歡大大聲

香港人講野會細細聲講

呢到係最大分別",到底外國人識唔識分香港人同中國人？
一句dude I am hongkonger not Chinese 車埋去咪係,到底外國人識唔識分香港人同中國人？
點會唔知 連19年示威佢地都知喎,到底外國人識唔識分香港人同中國人？
"住美國非大城市 住緊嘅地方8成白人

有次食壽司嗌sake要check ID 當時正值19年 我show香港身份證俾嗰waiter ‘’Oh you're from Hong Kong? Free Hong Kong!""",到底外國人識唔識分香港人同中國人？
你又識唔識分美國人英國人加拿大人,到底外國人識唔識分香港人同中國人？
咁日本人呢？韓國人呢？新加坡人呢？馬拉華人呢？越南人呢？我係鬼佬點分你地？,到底外國人識唔識分香港人同中國人？
識 口音已經唔同,到底外國人識唔識分香港人同中國人？
"香港人唔好咁on9自負，佢地識香港依個地方，但90%既人對你個政治格局完全無興趣。所以一律當你算係中國人一部分。除左台灣

係外國15年以上",到底外國人識唔識分香港人同中國人？
"佢哋一定知香港呢個地方，一聽親就話Jacky chan , 不過佢見到你個樣咪同平時你見到鬼佬一樣，點識分澳美加紐英",到底外國人識唔識分香港人同中國人？
我係鬼佬撚埋你咩 一律歸類Chinese pig,到底外國人識唔識分香港人同中國人？
唔識,到底外國人識唔識分香港人同中國人？
"梗係識啦屌你
香港人身份咁撚高 好多鬼佬都留意自己",到底外國人識唔識分香港人同中國人？
美國同加拿大？,到底外國人識唔識分香港人同中國人？
定係 Asian Pig?,到底外國人識唔識分香港人同中國人？
"我自己都唔識分叫外國人點分
香港好多勢力因為本身獨裁好多年
佢地紅撚過大陸啲小粉紅",到底外國人識唔識分香港人同中國人？
"我認為台灣啲獨裁勢力一9樣
東南亞好多應該已經完全變成下屬",到底外國人識唔識分香港人同中國人？
清倉呀,到底外國人識唔識分香港人同中國人？
有啲識，喺英國一開口就俾人問係咪香港人，香港口音太特别。,到底外國人識唔識分香港人同中國人？
做咩？ 你唔係想講一樣呀ma ?,到底外國人識唔識分香港人同中國人？
"基本上就咁睇你係分唔出中日台韓港越
只係在於知唔知香港係咩嚟
英國可能關係近d,所以多數你講完係香港人佢都明
法國可能革命文化深一d, 所以都會知，甚至會問你香港近況/你身份認同係hker定chinese
其他嗰啲（西班牙德國意大利etc)
成個asia炒埋一碟
淨係識China Japan Korea
利申：exchange歐遊緊，純個人經驗",到底外國人識唔識分香港人同中國人？
"基本上就咁睇你係分唔出中日台韓港越
只係在於知唔知香港係咩嚟
英國可能關係近d,所以多數你講完係香港人佢都明
法國可能革命文化深一d, 所以都會知，甚至會問你香港近況/你身份認同係hker定chinese
其他嗰啲（西班牙德國意大利etc)
成個asia炒埋一碟
淨係識China Japan Korea
利申：exchange歐遊緊，純個人經驗",如果有個地方好似日本ge明治村但可以無限收納d舊建築...
"https://lihkg.com/thread/3419496/page/3
之前有ching係minecraft整左個舊香港(不過係公共屋邨)
然後係ig見有呢個page有好多舊時香港ge地標
https://www.instagram.com/oldhkincolour/?igshid=YzcxN2Q2NzY0OA%3D%3D&fbclid=IwAR1_FmUQxfovpNH5oQ8n131QAQ8S1wM5gHUsqWPibeZYssbg7p7RwCmG8bg

突然諗到如果有大師o係minecraft或planet coaster整個主題公園
以日本個明治村[可惜有佢ge先天局限就係非營運方公司(名鐵)旗下ge舊建築唔收]為藍本ge話
淨係舊時好歐洲style ge建築都多如牛毛

不如講下+post相你有乜心水

第一代皇后碼頭


港督山頂別墅
https://www.instagram.com/p/CuWKKf7rpFT/

香港佑寧堂
https://www.instagram.com/p/Cq4kH4TLqlD/
2代",如果有個地方好似日本ge明治村但可以無限收納d舊建築...
"https://www.instagram.com/p/CpeZC43rTGK/
皇后像廣場個女皇亭肯定要

https://www.instagram.com/p/CnWrtF9Pn6i/
或者舊尖沙咀清真寺",如果有個地方好似日本ge明治村但可以無限收納d舊建築...
"https://m.facebook.com/story.php?story_fbid=656558666516342&id=100064866420913
咁啱呢個page都有講",如果有個地方好似日本ge明治村但可以無限收納d舊建築...
"https://m.facebook.com/story.php?story_fbid=656558666516342&id=100064866420913
咁啱呢個page都有講",認真問
"如果我有多重人格
其中一個人格係女人
而女人人格主導我身體嘅時候係到打飛機
咁我算唔算係俾人侵犯咗？",認真問
建議即刻報警拉自己,認真問
"算係
快d上網打Metoo拉尻佢",認真問
我都有諗過,認真問
我都有諗過,日本最侮辱人嘅粗口 唔係馬鹿
"日本人真正嘅粗口：

你咁樣做會對我地造成困擾

希望你能考慮下自己行為對大家嘅影響",日本最侮辱人嘅粗口 唔係馬鹿
"若果你能履行你的責任，公司運作會更加暢順

若果有意在本行發展，會考慮為公司付出多點嗎？

希望你能將注意力放在群體，而不是個人",日本最侮辱人嘅粗口 唔係馬鹿
情緒勒索之鬼,日本最侮辱人嘅粗口 唔係馬鹿
好串,日本最侮辱人嘅粗口 唔係馬鹿
果然難聽過粗口,日本最侮辱人嘅粗口 唔係馬鹿
果然難聽過粗口,李強vs李克強
少一個字，即係點,李強vs李克強
李克勤 vs 李克強,李強vs李克強
李克用 vs 李克強,李強vs李克強
李克用 vs 李克強,[歷史系列] 日本戰國黎講，算唔算係平衡時空版既三國時代？
"相似點：

1.
漢末三國「州牧割據，群雄並起」
日本戰國「互相兼併，以下剋上」

2.
董卓進軍京城，廢少帝，從而引發反董卓包圍網

織田信長進軍京都，廢將軍，從而引發反信長包圍網

3.
被稱為「三大戰役」既「官渡之戰」「 赤壁之戰」
「夷陵之戰」

被稱為「三大戰役」既「嚴島之戰」「桶狹間之戰」「河越夜戰」

4.
奸雄曹操
天魔信長

5.
曾為一方霸主，因驕傲輕敵而自取滅亡既袁紹

曾為一方霸主，因驕傲輕敵而自取滅亡既今川義元

6.
孫權晚年迫死太子孫和，改立年幼孫亮為後繼者，最終後繼人無力控制朝敢而被諸葛恪、 孫綝等人視為傀儡

豐臣秀吉晚年迫死太子秀次，改立年幼秀賴為後繼者，最終後繼人無力控制朝敢而被德川家康、 石田三成等人視為傀儡

7.
曹操因部下背叛，被困宛城，及後城中失火，侍衛典韋、曹安民捨身相救，太子曹昂戰死

織田信長因部下背叛，被困本能寺，及後寺廟失火，侍衛森蘭丸、彌助捨身相救，太子信忠戰死

8.
諸葛連弩
種子島鐵炮

9.
隱忍一生，用生命耗死所有競爭對手既司馬懿
隱忍一生，用生命耗死所有競爭對手既德川家康

10.
最重要既一點：
三國有個賣草鞋既人割據一方

日本戰國有個挽草鞋既人奪得天下



圖為美國總統 - 拜登",[歷史系列] 日本戰國黎講，算唔算係平衡時空版既三國時代？
三顧孔明VS三顧竹中 都唔講,[歷史系列] 日本戰國黎講，算唔算係平衡時空版既三國時代？
仲有趙雲漢水空營計 vs 家康三方原空城計,[歷史系列] 日本戰國黎講，算唔算係平衡時空版既三國時代？
後者係後人杜撰,[歷史系列] 日本戰國黎講，算唔算係平衡時空版既三國時代？
"幫你加多個宗教面

東漢末年有黃巾起義

戰國有一向一揆",[歷史系列] 日本戰國黎講，算唔算係平衡時空版既三國時代？
策反呂布三人眾同美濃三人眾,[歷史系列] 日本戰國黎講，算唔算係平衡時空版既三國時代？
"挾天子以令諸侯

挾天皇以令大名",[歷史系列] 日本戰國黎講，算唔算係平衡時空版既三國時代？
"黃巾之亂應該係對應返應仁之亂先夠level
一向宗班友似係笮融 區星 黑山賊level",[歷史系列] 日本戰國黎講，算唔算係平衡時空版既三國時代？
應仁之亂係大名互片，黃巾之亂係農民起義，完全唔同,[歷史系列] 日本戰國黎講，算唔算係平衡時空版既三國時代？
"內政面：
信長樂市樂座
曹操屯田

劉備蜀科
北條五箇條

九品官人法
武家諸法度",[歷史系列] 日本戰國黎講，算唔算係平衡時空版既三國時代？
"黃巾之亂之後既州牧割據先係應仁之亂

一向宗=黃巾賊
本願寺顯如=張角",[歷史系列] 日本戰國黎講，算唔算係平衡時空版既三國時代？
前者都係,[歷史系列] 日本戰國黎講，算唔算係平衡時空版既三國時代？
"錯撚曬

你拎董卓黎同信長比
1個開創三國時代
1個係戰國中後期先加入

今川義元又有咩資格同袁紹比
你係都拎三好長慶啦

根本兩個時代都冇可比性

你格硬塞啲野去講
我夠得啦
亞瑟王=劉備（大家都用劍）
梅林=諸葛亮
蘭斯洛特，高文=關羽張飛",[歷史系列] 日本戰國黎講，算唔算係平衡時空版既三國時代？
臣本布衣，躬耕於南陽，苟全性命於亂世，不求聞達於諸侯。先帝不以臣卑鄙，猥自枉屈，三顧臣於草廬之中，諮臣以當世之事，由是感激，遂許先帝以驅馳。,[歷史系列] 日本戰國黎講，算唔算係平衡時空版既三國時代？
"前者係三國志有明文記載
諸葛亮自己都係出師表親自講過",[歷史系列] 日本戰國黎講，算唔算係平衡時空版既三國時代？
其實應仁之亂同州牧割據都有好大分別,[歷史系列] 日本戰國黎講，算唔算係平衡時空版既三國時代？
但魏略同九州春秋都講係諸葛亮自己去搵劉備,[歷史系列] 日本戰國黎講，算唔算係平衡時空版既三國時代？
"2 6 7 9 10呢五點
兩個時代係完全相同
完全係將三國時代經歷過既野 係千年後既日本重演一次咁",[歷史系列] 日本戰國黎講，算唔算係平衡時空版既三國時代？
開始懷疑你假膠,[歷史系列] 日本戰國黎講，算唔算係平衡時空版既三國時代？
魏略野史黎,[歷史系列] 日本戰國黎講，算唔算係平衡時空版既三國時代？
"臣松之以為亮表雲「先帝不以臣卑鄙，猥自枉屈，三顧臣於草廬之中，諮臣以當世之事」，則非亮先詣備，明矣。雖聞見異辭，各生彼此，然乖背至是，亦良為可怪。

裴松之都話魏略同九州春秋係9up",[歷史系列] 日本戰國黎講，算唔算係平衡時空版既三國時代？
"臣松之以為亮表雲「先帝不以臣卑鄙，猥自枉屈，三顧臣於草廬之中，諮臣以當世之事」，則非亮先詣備，明矣。雖聞見異辭，各生彼此，然乖背至是，亦良為可怪。

裴松之都話魏略同九州春秋係9up",有冇人好容易熱氣？
"一打邊爐個身就會好熱
熱到個身就算有冷氣都出汗
要飲好多水排毒先得",有冇人好容易熱氣？
熱氣係咁解？,有冇人好容易熱氣？
"小妹有
心口對奶一熱氣就會紅哂
乳頭勁痕",有冇人好容易熱氣？
食得多熱野,有冇人好容易熱氣？
我都係俾男朋友咬下就得,有冇人好容易熱氣？
咁食得多冷野呢？,有冇人好容易熱氣？
個身就會好熱 你本身好肥?,有冇人好容易熱氣？
個人會寒,有冇人好容易熱氣？
有少少,有冇人好容易熱氣？
唔係冷氣？,有冇人好容易熱氣？
熱你老母咩中醫學迷信撚,有冇人好容易熱氣？
我叫開空調,有冇人好容易熱氣？
聽日終於放假。。。。,有冇人好容易熱氣？
我岩岩比男朋友奶左10分鍾個胸而家涼好多,有冇人好容易熱氣？
A都奶？,有冇人好容易熱氣？
返深圳食到好熱氣,有冇人好容易熱氣？
小妹36D,有冇人好容易熱氣？
琴日返咗,有冇人好容易熱氣？
去邊度,有冇人好容易熱氣？
金光華,有冇人好容易熱氣？
如果gay佬食冷野？,有冇人好容易熱氣？
九唔搭八,有冇人好容易熱氣？
飲凍撚茶,有冇人好容易熱氣？
食大快活？,有冇人好容易熱氣？
大人講嘢細佬仔唔好插嘴,有冇人好容易熱氣？
大人講嘢細佬仔唔好插嘴,香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (7) - 漫談顧嘉煇
