参数1_文本,参数2_文本,参数3_文本,参数4_文本,参数5_文本,参数6_文本,参数7_文本,参数8_文本,参数9_文本,参数10_文本,参数11_文本,参数12_文本,参数13_文本,参数14_文本
😇,,,,,,,,,,,各位開始溫N214&N228未？,,
妙趣作業一,🐰,70分係咪叫低,🐳,出左了,🐳,搵極都搵唔到究竟佢出左係邊🙄,1,4,,,,,
Resign TUNS,🦄,唔會冇啦 我身邊識都識幾個😂,🍻,我試過唔續約 (份約1月完)，下一批tuns都照請我仲要入咗個天堂ward😂,🦄,又咁講🤥 有聽過有啲地方講明請Tuns係預佢黎翻工唔預要教嘢（講緊唔係話啲advance 嘢，而係basic routine嘢）咁所以好睇你「唔教」嘅定義去到邊例如果到practice 啲嘢點留點send 呢啲，通常都係預講一次但你話去到procedure都要手把手咁教...除非真係啲advance啲嘅嘢，或者佢認為學生冇可能識嘅否則其實又真係唔會話成日有「教嘢」嘅🤥（天堂除外，預咗留你除外）,5,20,,,,,
A212cf 古人asm,🐆,做完了,😂,第二份已經做完？🥲,🐆,係啊🥺,1,6,,,,,
被退學 再入學,🐔,當然唔好過太耐先交同埋要打比Ou交代清楚,🐔,唔會啦 如果你之後有交番學費就無事。不過tutorial group就會被重新分,🌬,year2,2,6,,,,,
Pass/Fail,🍏,B-,👺,大家預計自己攞咩grade 先會apply pass or fail?,,,,,1,2,,,
有冇今年準備trans U嘅同學仔,yah,理,🐉,文/商/理？,🐩,幾高先係夠高？3.3?,1,16,,,,,
TC S220F S210F past paper,⛄️,Thx🙏🏻,,,,,,,,,,2,9
妙趣assign 2 大家會搵啲咩雜誌😂,😯,《中國旅遊》,🐆,一本叫中國旅遊嘅中國旅遊雜誌😂,,,,,1,2,,,
政府實習,🎄,所以我覺得我有intern都好好架啦🙈,🐠,a&ss 就唔清楚🙈,🐠,如果返過相關嘅工一定會加分例如電訊公司intern  你做過電訊sell  一定有加分冇嘅就做過文員之類都都好過冇大公司好鐘意識用excel 嘅人例如vlookup 或 pivot table得閒就自學下,1,25,,,,,
☠,👻,278 🙏🏻🙏🏻,🍼,想知268,🦂,thanks😘😘😘,15,42,,,Summer GEN討論區,,
OU老師係呢場運動嘅政見係點？,😨,有冇現場同學可以幫手問下：保安部有冇員工做過警犬或者輔警？,🐲,A&SS 好黃,,,,,38,48,,,
💩,🙊,係咪即係可以根據calibration of equipment 去寫個evidence 出黎咁？,😲,我都覺😥,🍦,成條Q1好迷,7,21,,,S311F assignment 討論區,,
😌,🐺,233,🍞,同埋想知apply咗會唔會無咗dean's list,🕵,想知apply咗會唔會影響攞獎學金,2,12,,,會唔會apply gen pass&fail,,
想問邊位同學有386 tutorial Answer,🍥,Please help. 想要chapter 6&27，thank uuu🙏🙏🙏,,,,,,,,,,1,1
大家美食asm2幾分,🐫,比分緊 咪讀,🦄,佢都冇其他選擇俾人揀食花生,🦄,我都係因為未有分出所以揀fail,1,15,,,,,
N200F 考試！,🍘,同問,🙎,同問😢😢求大佬🙏🏻🙏🏻,😤,你認真d睇下notes 真係有😂 佢又冇講錯既 同埋佢本身tutorial ppt就冇寫rationale 一向都係齋講比大家聽 所以上tutorial真係重要,4,18,,,,,
bba past paper,🍈,冇 年年問既野都唔同 佢係特登請人去出 而且冇答案你睇完都冇用,🍻,大家覺得讀bba (acct)，睇library d past paper溫final exam有無用？,,,,,1,2,,,
GIP program 2021-2022,🐍,有冇人知嚟近一屆GIP program 係點樣安排，係出國定同今年一樣酒店tour?,,,,,,,,,,1,1
今期學費好貴,🌻,d學費搞到好焦慮，影響到學習,🌻,宜家仲可以借錢嗎,🐜,Yes~,14,156,,,,,
有冇人知B&A 教學助理￼前景點樣￼,🌿,樓主寫明B&A😂,🌿,Tutor 上下tutorial,🦃,Ou 既TA? 定邊到既TA? 邊個學院？,1,6,,,,,
GEN B267CF 作業1分數,👸,我仲未出分wo🤔,😥,滿分係米100分 咁低😥,,,,,1,5,,,
有冇人nursing practical exam 肥左？,😡,但真心已經完全唔記得學左d咩嘢,😡,覺得已經專登拆開考咁多次，就算fail一次，都好小機會fail,,,,,3,96,,,
☺️,👻,同感,😟,XD,😟,同你諗同一個人,1,13,,,Vallombrosa is the best,,
Nursing 邊個教得好？,🦀,第一堂demo lab就叫同學示範，同學乜都唔識就發脾氣咁樣都ok?,😣,但demo lab嗰啲全部叫我地自己做 佢唔demo都ok？,😟,佢好好笑😂😂人哋private message 佢 佢會讀返人哋個名+message 內容俾全世界聽,3,115,,,,,
ou nursing學費單,🍈,Yup,😋,可以入定錢落信用卡到,🍃,信用卡有咁大額度咩...！,1,9,,,,,
399 fail咗，appeal好？,🍅,🤣,kzz232,今日polling， 見到條答 2 3 4 5 6既mc都得20%人岩， 就知大家同我一樣都係冇聽,🙉,聽左浪費時間,15,75,,,,,
有冇人到依家都未收到資助🙁,👮,.....,👮,如果唔填表 就自己打去問下學校有無改到,👮,佢話宜家仲未見到學校通知佢地改學費資料,16,72,,,,,
retake費用可唔可以向學資處claim錢?,👿,姐係淨係等佢寄信？,🦂,打去問啦 同埋正常申請咗fasp會寄信俾你㗎喎 有寫可以聯絡邊個,iamHangry,點睇邊個負責我case?,9,16,,,,,
☠,💁,咁又唔知 至少我果科出左lu,🌰,我聽人講自己嗰科有暑sem但係到依家epayment嗰到都未有暑sem嘅錢,🌰,係咪有暑sem嘅科都已經出曬暑sem嘅錢,2,7,,,幾時知道自己嗰科有冇暑sem,,
有冇靚女想搵錢￼,🌯,$2000/3hrs傾偈玩game 飲酒 食嘢 斯文人不是夜總會 安全 無色情有興趣請pm,,,,,,,,,,1,1
🍃,🐪,Thx,🐪,No,,,,,1,18,申請Late payment,,
TC咁大事件都冇人講？點解出去返intern要收錢？,🙉,Bba double degree都係收錢返intern 學費兩萬幾,🐘,Vallombrosa is the best,😩,請問係咩TC 師兄師姐？🤔,2,15,,,,,
有冇人知mu soc 係咪摺咗,🐅,Vallombrosa is the best,🙃,Vallombrosa is the best,🍏,Mute soc🙈🙈,1,9,,,,,
美食 B233CF asm1 幾分,👷,Vallombrosa is the best,🌞,Cry,🌻,佢寫我good nice well done都只係比左61⋯,2,20,,,,,
"Year 4先黎fail, defer洗唔洗另外填表？",💂,咩？,💂,呢次申請唔係summer sem retake,🗿,好似過左時間填retake form,1,4,,,,,
乞食科做咩工多？,🤒,做緊清潔工,🐖,利申 applied social studies唔知師兄師姐做咩工多呢？,,,,,2,2,,,
有冇人今日做ITE150CF份test係做得曬,🍌,做唔曬,冇名氏,Major IT?,🐁,以前讀過 係做得曬☺️,1,3,,,,,
417 project 有D 教都未教，就 deadline,🀄,未教刀要交牙自學拉,🀄,好緊張牙,🙂,點做牙。。。,1,3,,,,,
有無人知ioh 大樓WiFi係咩,😴,useyourowndata,🐑,youmotherfucker,🍅,一樣,1,3,,,,,
Tuns 求分享,👰,拎定對手套係手 要過床扶人沖過去幫手就得架啦 用隻眼望多啲個patient 同周圍 唔好只係專注係啲mon度,🌰,加油,,,,,7,29,,,
BBa intern,smileki,Our chat room expired,smileki,Hi,smileki,Hi,1,13,,,,,
bba入面邊個教得好,👨,鐘意steven,🐑,教到好似背書咁,RemoteU,我都同意. 由頭到尾一嚿嚿唔知噏乜鳩野,3,67,,,,,
關於TCS320F final year炒retake,👶,無,👳,係咪冇DL retake 或者 summer sem,😜,係,1,4,,,,,
比eric sze逼害既人入一入嚟,🍗,Eric sze正仆街 淨係識上cctvb 書又唔識教 問題又唔答,🍗,笑屎 祝好運啦 掂親Eric屎d科真係一身屎,🐗,係咪因為成日問問題 ？,1,14,,,,,
🍙,🍡,有冇元朗嘅星期二想一齊返lab🥲,🍒,yr 1 gen nursing 屯門 絲🙋🏻‍♀️,,,,,3,45,有冇屯元天既fm朋友仔😣,,
(怨氣發洩多粗口警世長文)freerider好自為之,🌵,勁想一齊攬炒但又唔敢,🌵,又唔可以report佢,🌵,Yessss dklm,2,19,,,,,
N212 ocas,🎉,唔識溫😢,🙃,咁耐無筆試，應該溫書溫到仆街,,,,,2,8,,,
有冇人預約了NASK Mask Test?,🍊,要將條link copy&paste先得,😄,個ppt條link work,😪,Error 點算，屌,2,7,,,,,
😬,白白,有無ching分享下！！！,😝,+1,🍷,想知點伏法,10,4,,,TC intern有冇人返過tuv?,,
返學恐懼症點算,😼,唔返學,,,,,,,,,,1,1
😵,🐚,where？,🤑,Ou不嬲都有offical cover page,🤑,揾到呀,2,7,,,Gen E243F Assignment 1,,
🌝,🍰,佢有個chat room咁嘅野，你當係幾個人skype咁嘅樣啦,🍰,"有得voice chat/ msg, voice chat 當然miss左就冇, msg有得睇翻",🌽,如果同步講嘢交流 唔得閒嘅人咪冇得追翻message？ 唔知大家討論過咩問題？P.s 未用過discord 唔係好清楚~,2,41,,,200溫書未,,
😭,😇,其實進修上去係有咩course係有資助,😇,咩funding?,🐒,當然，如果你唔要funding ，啫係政府嗰300個位。,2,16,,,中文系想trans u,,
有冇reg咗妙趣嘅,😆,Film 好L好讀 利申攞左A-,真係冇所謂,上個sem讀左,😁,我讀近,1,18,,,,,
RSM個offer 算唔算好？,🎉,咩post offer？,🌲,你讀邊科？做過RSM intern? 你英文/成績好好？佢比return offer你,😃,失業仲慘,1,4,,,,,
exam轉take home asm,🍼,係 我就係運動嗰邊既😂,🙄,399好似成個bba既人，連康體果面既人都要讀,🙄,仲有HKICS,1,33,,,,,
"就嚟summer, 大家有冇搵到咩intern",🐚,搵summerintern 2-3月就開始啦 依家咁遲就算罷啦,🍋,Thanks for ur reply,🐡,冇,2,7,,,,,
回校考試定take home assessment,😯,吹水科如果英文底差，幾識吹都無用,😯,你係講take home asm？,😯,但exam又唔係open book，咩都要背哂，要背翻成個sem ge note，想死😭😭😭😭,2,75,,,,,
trans u一問,🌶,基本上唔再太relate dse分,🍈,可以senior year 入,🌶,我讀完asso再入嚟，唔會再考dse了,1,7,,,,,
304 tips,🤐,li科究竟要點溫，會吾會好難pass,🤐,"想請問有無人讀過B304 AIS, li科考試前有無tips, 範圍之類會比？Mandy教嫁",,,,,1,2,,,
Mary Zhang 藍定黃？,🐁,似藍,😚,見隔離post講佢所以想問下,,,,,1,2,,,
ou學費,👿,屋企好窮🥲,👿,希望啦,💂,我諗總共個數目都唔變嘅只係早交同遲交嘅分別,3,45,,,,,
dean list張 cert幾時有？,🙏,上年個啲今年先收到,🙏,A&SS今個學期出咗dean list未？,🙀,係咪每個school都收到啦？,1,3,,,,,
點解year 4先quit u,🍪,D人想quit咪quit 唔洗個個都交代啦🤣,😠,唔知佢，唔係好熟,😠,真係痴線,1,6,,,,,
一人一個ou靚女ig,🐻,以前中學差唔多日日都見到,👵,個個女仔都會加filter 㗎啦 無乜出奇,,,,,3,54,,,
Ou有冇商科人做到大公司intern?,🌚,唔知啊,🍏,返大灣區？,🌚,跟學校穩算了,18,56,,,,,
外人係咪唔可以入圖書館,🌴,你以為個閘口係用黎做乜野？,,,,,,,,,,1,1
Ou 男仔好變態好恐怖￼￼,🐴,陰9公,👿,做毒男都算仲要畀你話變態Sad,👰,亂咁打，搞到有email 我先知道,1,39,,,,,
[🆘多圖🆘]今屆Soc界男神女神排行榜！,🎉,又係你個打手🤭,🍷,羽嫂Hayden好似幾靚,🍷,有冇今年,147,425,,,,,
一人一個靚仔ig,👶,諗多左,🤗,Soc界都冇咩？😗,🤗,Sad...,1,6,,,,,
Nursing點計hon,😦,Yes,👴,想問下gen courses係咪唔計？,,,,,1,2,,,
CV,🤖,唔驚喎，我都係只係pass 😂,🍏,OU有PE?,迷途小羔牛,我會特登顯示埋PE堂嘅成績 俾佢知道我捱得👍🏻,2,6,,,,,
又過咗一個星期，pending仲未知結果,🍐,仲未出.......,🗿,打電話去問下幾時會岀🤷🏽‍♀️,,,,,2,2,,,
B267CF 咩分數,🐝,Push,🐝,Push,🐝,Push,3,,,,,,
本身讀緊中文系，tran唔tran去city 中文好？,🍚,我讀左咁耐都未retake 過 點解d 人話OU成日fail人.....我OU  3.5 去到其他uni 我GPA一樣 〉3.5乜OU真係咁緊咩?,iamHangry,Thanks! 我文科原來差唔多 不過retake咁貴已經係一個可以走嘅理由,🍚,若你出來工作了數年你就會發現現今僱主看重工作經驗多過你嘅degree........,4,91,,,,,
(現莊L入) 有無人已經疊埋心水等落莊,😦,如果係讀BBA我諗幾有用嘅可惜我唔係 現在諗返起真係浪費時間金錢,🍎,所以嗰啲咪就係佢哋所追求嘅Ulife 囉🤣,😦,你講嘅嘢我全部都好有同感 除左最後嗰句我識左班人暫時睇唔到將來有咩用,18,34,,,,,
💩,😫,.,😫,Pm for contact,🀄,求share +1🙏🏻,39,46,,,是咁的，我寫咗個CGPA計數機,,
328 分組D人,🐸,一般料係到扮大佬，分工分自己最易，少你咩，祝你gpa年年都差少少都上5到三,,,,,,,,,,1,1
ou體育館訪客,🍆,Sorrry,🤓,今日打電話問左學校了 佢話可以 唔該晒🙏,🍆,Only ou students,2,5,,,,,
我付出咁多比個莊 你就當我地底泥？,🍥,唔好講到咁衰啦,🍥,其實都係想一齊玩先上莊姐,,,,,21,30,,,
Yr4 Accounting ￼點揀offer 好,😳,Big4自己報算啦唔好靠irene,🍖,起碼要outstanding student 先 之後再睇人,🐔,Irene要人GPA好好定點，先會出推薦信,1,41,,,,,
Top student 有咩用？,🐵,係邊個term,🐵,同問😂,🐐,收到S&T，得cert冇旗,1,40,,,,,
participation mark,🍄,咁可能係科目唔同 計分唔同😂,🍄,咁我真係唔清楚喔,🍎,"我其實有系chat box答問題, 不過polling mc成日答錯，所以先問",1,8,,,,,
好多功課 好大壓力,🐡,問完prof佢又唔答,🐡,pm 我都覺啊,,,,,1,12,,,
👩,🍯,Hihi,🙇,Gd,🍶,Ok wor,4,22,,,ouhk ￼girls talk,,
🍆,mete,Pm,🌾,知唔知暑sem開唔開elective科？,🍷,覺得有啲不安,1,10,,,有冇人都唔翻去重考399？想揾同伴,,
Assignment小幫手,🐡,Push,🐡,Pm,🐹,想知點trans🙏🏻,1,18,,,,,
有冇人有玩加密貨幣？一齊交流下,🌜,或者有興趣入場都可以教下你🚀🚀,,,,,,,,,,2,1
fyp fail咗會唔會畢唔到業￼？,😙,咁希望你屋企唔係等飯開啦🤦🏿‍♀️,🍖,我係份fyp係20 credit🤦🏻‍♀️,😙,咪照計credit囉  fyp10credit應該萬八走唔甩,1,8,,,,,
resit科目gpa要點計？,🍚,我係勁複雜咁搵咗自己想讀咩先 再google有無開好似有嗰表係寫曬一個sem有邊啲科 但我唔記得邊到搵google下啲關鍵字應該有再唔係就send email同打電話佢會答你你想讀嗰科幾時會開,🍚,唔記得了 好似唔洗打返去問啦,😑,咁邊度有得睇暑sem開d咩班？,1,10,,,,,
關於defer,👧,有d科先有喔,😦,summer有得retake呀,👧,唉 同路人,1,29,,,,,
想要retake係暑假 咁應該交retake form？,😗,因為肥咗elective個科暑假又無開班，所以想問下可唔可以揀其他elective來讀返係summer term？ 咁我應該交retake form定add drop form？,,,,,,,,,,1,1
天蠍座♏️,😾,天蠍 做fd 一流,🙃,竟然0.0？,🙃,天蠍囝囝,52,121,,,,,
Year4 今個sem 1科retake1科resit,👱,咁retake elective有無機會？,🐬,睇學校安排，正常係呢個sem,地拖拖地,Resit 一定會係呢個sem或者summer考？,3,26,,,,,
GIP study tour,🌚,想問下申請第二輪，有沒人收到email？我沒。。,🍾,大陸人咁好招待ge🤔🙃,🐙,一定又會有突別安排比大陸人啦,1,104,,,,,
E142CF,😨,用腦,🐵,作業一點做,,,,,1,2,,,
有冇讀Finance 嘅同學搵到summer intern?,😏,搵唔到嘅唔洗灰😂,😏,幸存者偏差,🍇,冇，佢都係不斷嘗試,2,12,,,,,
328 功課2 大家紀分？,🍡,好低分,😎,咩係紀分,🍙,80 分,1,6,,,,,
上堂帶咩？,🐠,耳,😉,格劍,🐤,公仔,1,6,,,,,
大家每年平均收幾多利是🧧？,🌚,700-1500，冇親戚仲越畀越少,🌮,$1000,🍁,鬥窮post,15,23,,,,,
D 拉把職員廢ge,😵,點解你覺得我地會掂你呢啲地底泥乞丐😂😂,⛑,我係嘈呀 點呀 過黎打我呀,🐊,你呢啲垃圾 影響到人反而叫人走惡人先告狀做乜柒大學生呀 唔洗讀啦連呢啲普通道理都要人教,1,9,,,,,
出醫院實習使唔使打疫苗？￼,🍞,要啊，打科興,🍿,Thankss🙏🏻🙏🏻,🐍,無 返TUNs最多都係問你打唔打季節性流感疫苗,1,7,,,,,
386 份asm,☺️,Pm,☺️,我做咗第一題唔知啱唔啱 有冇人有興趣對答案,🙀,想一齊研究asm🥲,1,19,,,,,
🍮,🍹,佢哋4個係best friend黎㗎，我做左咁多嘢participate比我咁低分，同tutor解釋左好耐,🙂,有evaluation sheet....每做一份評分....反正最後每個人嘅grade唔同,🍹,好想report換group,1,11,,,328點解唔可以自己搵group mates,,
（Pt)有人同我一樣情況嗎？,🤔,Ed,💂,Pm,🤔,Ft 嘅bba Corporate Governance,2,14,,,,,
有冇人join夢想啟航,⛄️,會去邊個城市,,,,,,,,,,1,1
今年想SU爭取的福利,😽,su有無問清楚之前校長副校捐人工嗰單，啲錢洗咗去邊呀,😹,叫佢哋利益輸送道歉先啦🥱,🍿,派錢,6,131,,,,,
🎃,🐞,如果做i記 food好定chemical lab好?,😖,ok thx🙆🏻‍♀️,🍈,3x到5x都有 睇時間,13,13,,,TC有冇人返過intertek intern?,,
有冇人讀幼教？,🐀,咁你想轉咩科？,🐟,唔高 但總有人係對呢科冇咩興趣同唔鍾意細路 見人工又ok就讀 想講咁樣好難捱姐,🌸,2萬人工好高咩,1,8,,,,,
ou cgpa 3.5 trans到6大嗎,👹,最少3.5以上 考返過IELTS先,👹,tran過人地嘅神科喎,🍥,唔好諗咁多，搵多啲錢retake好過,3,44,,,,,
GIP local tour 點解OU可以咁不負責任,🤐,其實佢食飯個度先好笑 又叫我地去檢測 扮到好小心咁 跟住日日叫我地食 buffet 遲早整個Ou 群組,🤐,今日完全係雙聲道上堂,🦁,望住佢哋三個由一開始好興奮到最後比我哋屌到黑曬面 笑死,4,8,,,,,
course evaluation會唔會記名㗎咩？,🙈,无事,🕴,會你妈逼,🐩,会你老母,1,7,,,,,
有幾多人要authentication exam,🙆,想做個統計,,,,,,,,,,1,1
你地唔係仲諗住投票？有Billy 一個污染曬,,,,,,,,,,,,,
🙈,🗿,$400,🐺,有冇人可以肯我同轉時間？我e家個時間系16:00 -17:30，想轉去14:30-16:00,,,,,1,2,Aerial Yoga (PE course),,
399F 有邊組既tutorial 系用中文教？,coco250,邊組,🍁,點樣入group？,🍁,我啊！,2,23,,,,,
328好低分ar,🌬,Group presentation,🌬,岩岩出左group assignment,🐣,328使吾使presentation，individual 定 group presentation?,1,13,,,,,
🤯有冇人試過遲交學費🤯,😯,冇事！ check左email話交返錢就得🎊,😗,佢話宜家login得反 應該無事開反掛,🍐,過左deadline就無架啦,18,,,,,,
真係Authentication Exam? 考返2個鐘,🍞,Email係寫2個鐘 6-8,👿,我收到消息係考兩個鐘,nan,考翻1個鐘 但係文字題,1,5,,,,,
點解Emma 吾用中文教,🍱,有冇人覺得佢用英文教得差,,,,,,,,,,2,1
BBA 出晒grade 你地攞咩grade?,🍟,B+ B+ B B,🐳,C都好過fail啦，成皮野一科，你都係求其攞張沙紙姐,😙,頹左 得A- B+ B- B- 想tran 冇機了😞,1,26,,,,,
想問係咪可以申請alternative assessment,👶,Resit要睇返呢個sem有無開 無開就等到開返先有得考,😋,Resit 係呢個sem考翻合格就可以順利畢業,😐,B407F出咗grade fail-resit 唔想畢唔到業...,1,3,,,,,
🐣,😣,搵唔到大firm 做住細公司累積經驗先 唔好見次一級就唔做,😣,BDO 好似開始請summer intern  呢間野雖然差過big 4 但係總好過冇實習經驗報住先,🐐,Pm 🙏🏻,6,46,,,cGPA 冇3.0 有冇揾intern 既方法或者tips?,,
有冇人b306f 要番去重考？,coco250,佢話我條片無聲 要重考,nan,冇彔到video。。,🐬,你係出左D咩問題,1,26,,,,,
👹,Meowbye,我有一科上足哂堂lecture tutorial 有做哂polling ms tutorial 同lecture 得佢自己講 冇學生問同答 咁就得50分而另外一科 個tutorial miss 每堂都有一條題目比我地 咁我做哂 有答 咁就100分 所以我覺得咁樣計分,Meowbye,Participation 計出席率 多唔多答問題 做polling 通常tutorial,🐢,所以想問準則係點？🧐利申全pass，但participation marks 有2科都50幾，覺得有機會被拉低左grade🧐因為assignment 同quiz都高分,1,9,,,有冇人Participation 都係50分only？,,
A103F short stories,🌻,唔該曬你  份presentation有啲難  佢要求好多  又唔可以重複提堂上講嘅野,😝,唔係啊 個presentation topic係tutor自己編～你email返個tutor話漏咗名就ok!!,🌻,有冇讀呢科嘅朋友仔我今日先第一日上堂，見到presentation個list冇我名，想知係咪要自己揀完小說topic再email個tutor先有唔該曬,1,3,,,,,
414出左 有冇人知participation點計,🌚,好似58,🐪,肯定？,🐪,Ocas 高唔高？,1,15,,,,,
Fail咗想問下點appeal,nan,視頻未錄到 但聼tutor話pass,nan,pending定算😭,🍇,Yep,2,7,,,,,
究竟TC 有咩實習可以返？ 大公司好定細公司好？,🍟,大大大感謝🙇🏻‍♀️🙇🏻‍♀️🙇🏻‍♀️🙇🏻‍♀️🙇🏻‍♀️,🍯,Interview嗰度就最好問清問楚 多數其實smart casual就夠,🍯,如果淨係諗住見list入面嘅公司 用template應該夠 但如果係見啲大公司 自己整會好好多,5,32,,,,,
想問下course grade系咪包埋exam既成績嫁啦？,Meowbye,Google Check OU calculate GPA 就計到,💀,如果1 個B  2個B+  1 個A- GPA 大幾幾多？,😮,將ocas每個細分乘百分比，再加exam乘40%,2,10,,,,,
Ou個健身室係咪開左？,🐕,收皮啦 ou gym 我有康文卡 上星期上去mc5樓搞佢話暫時唔填得唔form住,hahahahhahah,你去ou個個？,😗,呢排肥咗想操，但未試過，冇頭緒🐒。去到又怕尷,1,37,,,,,
有冇人試過轉系？,🍇,打去學校/SAO 問問?,🌞,轉科要搵邊個,🌱,好 明白 唔該晒你！🙏🏻🙏🏻,1,8,,,,,
Nursing career pathing talk,👽,For yr幾？,🌸,Thx,🌸,Yes,1,7,,,,,
Resit幾時會收到email交錢？,loman,明明其他u都唔駛比錢appeal，ou仲要比650貴撚到呢,😗,應該唔洗比,🎉,正常5-6月有得考嘅話就四月send email俾你,1,9,,,,,
Download livi bank 即賺$100,⛹,Code: r6mivvkp,,,,,,,,,,1,
Zoom recording通常幾時會有？,👦,真 好似bba科科都咁？,🍇,再整d poll/ class activities etc,🍇,我覺得兩件事黎，用attendance 嚇學生已經ok,1,16,,,,,
我想問C+ B- 係幾多GPA？OU係咪有A+冇A-？,😐,我吾係伸手黨呀💀,🌴,點會冇A-呀。冇A+咋,🌴,唔好做伸手黨啦。,1,9,,,,,
N103F practical exam幾多分先會有A？,😑,Thx so much🙏🙏,🐯,詳情請自行查閱各course ge course outline,🐯,再加埋OES個分 先至會組成course grade,1,10,,,,,
唔知sem 2 exam會咩形式進行呢,🐿,我都係🥲,😉,大機會online 我估,🍀,今個sem有d科又係online exam 😓😓😤,2,34,,,,,
399 t09有冇組仲有位可以加多1-2個人？,🍳,如題本身有4個人諗住加多個點知冇人個tutor 話要打散求收留🥲,,,,,,,,,,1,1
依家有咩方法可以識異性,👴,比我pm完 你就多個朋友 😗,🐌,依家無乜活動真係好難識人,🐯,我毒L黎,3,67,,,,,
Fail and Fail- resit,👩,summer sem無得讀返？,Otterx,係😔,Otterx,出咗， okay thx !,2,15,,,,,
4個鐘lecture真係有邊個可以聽曬,👧,unable to can,司司,one number of appletwo number of apple,🌻,投票個No can 咩英文黎架😂😂😂😂唔好咁啦,1,10,,,,,
☺️,😍,唔會，差咁多錢，一個200，一個成皮，你都想賺多d,🌜,failed咗 如果appeal 唔知會唔會變咗resit 🤔,🌜,聽聞,12,28,,,"上個sem有科fail,但係到依家都未叫我交retake錢",,
N103F practical 又話今日出成績嘅￼,🍻,出咗啦,🙋,佢好似淨係話二十幾號😂,🐌,唔係23號咩🤣,1,3,,,,,
想問Ou有無咩獎學金,🐵,唔係少，係你未夠quali俾學校nom,😿,係少左啲你有心申請嘅實有㗎,😚,想知+1 淨係見到時不時會有1 2個email叫人申請,2,6,,,,,
🌝,😣,真係，一個sem同時讀320+426都好慘,😣,"唔關人數多少事，佢要揸正黎做,可以10幾個都fail",🌯,426難好多,5,20,,,TC S320F 大家咩grade?,,
23/2 11點 借nursing￼制服,🐑,👍🏻👍🏻👍🏻,🍎,唔該晒各位🙇🏻‍♀️,🐑,樓主可以㩒個火圈 就可以pm傾,4,19,,,,,
番學？,🐽,上次上tutorial得一個人 個tutor不斷叫我答問題,😒,仲返去? 即係叫我騎牛啫 死都唔返,🍊,其實得幾丁友翻 不如直接叫人留係屋企上,2,34,,,,,
transcript一問,😵,申請嗰陣未出grade,🎅,點解,😵,自己無腦哂左$100,2,12,,,,,
TC S320F 出左grade 嘞！,zyr,okay thx,🌲,B+,😕,我見隔離開咗個polling,4,9,,,,,
覺唔覺online之後啲考試功課捉得好嚴,😒,？,🐔,跟住你點解釋？,🍰,中文點查,1,12,,,,,
有冇人試過appeal,😺,650,🐿,使唔使俾錢,,,,,2,6,,,
B368F 到底上緊咩 邊個tutor好,😟,Think so 啲theory聽佢講一講明曬,🐍,不過我當時未有zoom,🐍,好簡單 我當年一堂lecture都無上過 tutorial間中上 照樣grad,1,24,,,,,
我想問POLS個Ronald究竟可以有幾慢？,🐆,成日話自己同林鄭老公好fd,🐆,邊個話佢偏心女 我唯一一科resit就係佢,😋,雖然係咁，但係我都覺得佢係一個好老師嚟嘅,1,14,,,,,
有無美食T03嘅同學仔？,🍣,有意嘅話pm!!!,🍣,推！！！,🐻,我地仲差2個人,1,4,,,,,
☠,🍄,約tutor單獨出來傾,😉,作為垃圾既我，想問下有冇人讀N305 同N310呢兩科，想知有冇學霸教下點樣令功課高分少少...我明明跟住個tutor講嚟做，都係得50幾分🙃求指教 please,,,,,1,2,關於part time nursing degree,,
社伏 係咪淫soc ?,😫,社服hailey 係ok嘅，社服,🌳,社服啦,😫,邊支soc先，周街都hailey,3,12,,,,,
有冇￼￼股票投資B188F T03嘅同學仔😋￼￼,🙂,差一個 有冇人嚟,💃,🙋🙋🙋搵groupmate,🐅,小心輸曬成副身家,1,5,,,,,
👧,🙈,咁打手feel😂,👰,有冇圖,🍨,接觸過krysti 真人都幾ok,3,44,,,Nursing 有咩女神除咗vien,,
中國古人想什麼點,👻,Btw呢度有冇呢科T02同學仔 搵gpmates🙋🏻‍♀️,👻,但佢話要上堂率不低於80%  如果唔係個分打八折😢,🤔,我B+，因為完全冇attendance🤭🤭,8,19,,,,,
有冇人有意放b233cf 美食中尋商機？,👱,嘩 咁平既,🍶,識人可以放$300,🍱,有意請pm,1,3,,,,,
288 創業特訓班,😡,有！,😶,我T01組 爭一個人！😢有冇人想join,😶,有！,1,6,,,,,
放成績有無得加快？,🍻,103 我上個summer sem尾先有grade,🍖,佢地如果收開OU Apply都應該知咩事,🍖,apply左先 話成績後補,2,54,,,,,
GenB233CF美食 T04 搵 gp mate,🎂,push,🎂,如題差3至4個人🚫free rider/deadline fighter有意請pm😎,,,,,1,2,,,
OU nursing tran其他u nursing gpa,👲,但係hku 有exchange,😓,真 笑左 有牌早啲搵多兩年錢好過,😹,入得 ou 預咗啦屌 😂,2,20,,,,,
［swap］中國文獻目錄學 求03,🍥,T04想去T03見到Myouhk 得返一個位想同friend一齊入去所以想求多個位🙌🏻🙏🏻,,,,,,,,,,1,1
有無人依噶覺得自己讀錯科？和你當時的選擇有d唔同？,🙄,Agree,🐎,揀科好過揀u啦,🐠,點解咁傻啊,1,15,,,,,
