参数1_文本,参数3_文本
其實如果四個人食，叫到10個餸左右都食叫做食得抵,大排檔放題索價$288，網民：「我有信心食到檔野蝕本！」
"佢都on9,食曬先俾再叫，隨時你連4碟都叫唔到",大排檔放題索價$288，網民：「我有信心食到檔野蝕本！」
"你平時去食最多咪5-6個餸
288個餐牌全部都係平價小菜，炒蜆都無呀
點樣都唔會抵㗎啦，正正經經每人300我食返啲炒蜆炒蟶子加白鱔唔好",大排檔放題索價$288，網民：「我有信心食到檔野蝕本！」
"根本on9,488果個先有齊正常大排檔野
但呢個價，我真係去大排檔食，我用愛文生做例
除非你叫時價果d海鮮好似炒蟹，蟶子王之類
唔係既小菜都係90至100一碟，至貴既都係180蚊左右
幾個fd每人五舊加埋2千幾蚊叫撚到一枱都係，每碟食2啖拎去倒都平過俾5舊食呢間放題仲要食乾脆先俾叫下碟",大排檔放題索價$288，網民：「我有信心食到檔野蝕本！」
我食白飯都有信心食到檔野蝕本,大排檔放題索價$288，網民：「我有信心食到檔野蝕本！」
我唔知其他人點食啦，我通常一家人出去起碼人頭兩個餸，加碟炒飯，加個湯咁，如果好食嘅話都值嘅，hea炒嘅就不了,大排檔放題索價$288，網民：「我有信心食到檔野蝕本！」
我唔係老細都識玩啦，對住大食果d咪出菜慢d，拖到你夠鐘囉,大排檔放題索價$288，網民：「我有信心食到檔野蝕本！」
"每人每次只可以叫兩款，不限次數，食完方可再叫。」、「所有小菜一律例牌份量，不會因人數而定製」，而所有食物即叫即做，因此不要催單。

落完唔出比你點蝕本",大排檔放題索價$288，網民：「我有信心食到檔野蝕本！」
佢好似冇寫可以唔可以拎走,大排檔放題索價$288，網民：「我有信心食到檔野蝕本！」
"個規則定到仲慘過俾共產黨管香港
你食埋我果份",大排檔放題索價$288，網民：「我有信心食到檔野蝕本！」
"每人每次只可以叫兩款，不限次數，食完方可再叫。」、「所有小菜一律例牌份量，不會因人數而定製」，而所有食物即叫即做，因此不要催單。另外逢周五至日、公眾假期及前夕，要每位另加$100。

咁嘅規矩佢賺鳩緊￼，仲要有加一

講明話每次每人叫兩樣餸，但啲餸十幾個人都係咁大碟，你叫第一輪已經要等，講明即叫即整，我當佢快手15分鐘上齊，等你食完先可以再叫，之後又係咁重覆之前個流程，得90分鐘，佢仲可以專登遲啲上菜，平均應該最多食兩輪到

仲有平日先係288，假期前夕都要加100咁星期五算唔算假期前夕即係可能得1至4係呢個價

啲咁嘅條款點會蝕，分分仲就咁散叫仲抵

計番10個人假期去食，仲要限時，398一個，十個就3980再加加一，即係落樓成4400，十個人散叫有啲人冇咁大食嘅，可能仲平",大排檔放題索價$288，網民：「我有信心食到檔野蝕本！」
"每人每次只可以叫兩款，不限次數，食完方可再叫。」、「所有小菜一律例牌份量，不會因人數而定製」，而所有食物即叫即做，因此不要催單。另外逢周五至日、公眾假期及前夕，要每位另加$100。

咁嘅規矩佢賺鳩緊￼，仲要有加一

講明話每次每人叫兩樣餸，但啲餸十幾個人都係咁大碟，你叫第一輪已經要等，講明即叫即整，我當佢快手15分鐘上齊，等你食完先可以再叫，之後又係咁重覆之前個流程，得90分鐘，佢仲可以專登遲啲上菜，平均應該最多食兩輪到

仲有平日先係288，假期前夕都要加100咁星期五算唔算假期前夕即係可能得1至4係呢個價

啲咁嘅條款點會蝕，分分仲就咁散叫仲抵

計番10個人假期去食，仲要限時，398一個，十個就3980再加加一，即係落樓成4400，十個人散叫有啲人冇咁大食嘅，可能仲平",點先可以食到大面bella
好撚正,點先可以食到大面bella
你有冇佢咁大食先,點先可以食到大面bella
pizza hut,點先可以食到大面bella
個胃要夠大,點先可以食到大面bella
有錢過褲仔(婚前),點先可以食到大面bella
借錢緊要還 咪比錢中介,點先可以食到大面bella
"搵個大臉肥婆做女友
迫佢改名叫 bella
搞掂",點先可以食到大面bella
